Northing,Easting,Latitude,Longitude,Distance,SwathWidth,DryYield,Crop,WetMass,Moisture,Time,Heading,Variety,Elevation,Machine
6503301.524,546806.3596,-31.60444472,117.4934302,0.097,12.0,0.0,26,0.0,7.2,11/18/2021 8:52:34 AM,60.5,Ninja,269.53,1
6503302.212,546808.1537,-31.60443844,117.4934491,0.431,12.0,0.0,26,0.0,7.2,11/18/2021 8:52:37 AM,61.7,Ninja,269.49,1
6503303.393,546809.729,-31.60442772,117.4934656,0.535,12.0,0.0,26,0.0,7.2,11/18/2021 8:52:41 AM,59.3,Ninja,269.1,1
6503305.17,546811.068,-31.60441163,117.4934797,0.504,12.0,0.332,26,0.332,7.2,11/18/2021 8:52:45 AM,53.5,Ninja,268.93,1
6503308.577,546812.3118,-31.60438084,117.4934926,0.868,12.0,1.065,26,1.065,7.1,11/18/2021 8:52:49 AM,41.1,Ninja,269.07,1
6503312.294,546812.8579,-31.60434729,117.4934982,0.869,12.0,2.494,26,2.494,7.1,11/18/2021 8:52:53 AM,28.6,Ninja,269.14,1
6503319.07,546812.4446,-31.60428617,117.4934935,2.181,12.0,2.494,26,2.494,9.3,11/18/2021 8:52:57 AM,11.0,Ninja,268.93,1
6503327.725,546813.456,-31.60420804,117.4935038,2.169,12.0,2.494,26,2.494,10.7,11/18/2021 8:53:01 AM,8.0,Ninja,268.74,1
6503336.433,546814.0075,-31.60412946,117.4935092,2.177,12.0,1.982,26,1.982,10.9,11/18/2021 8:53:05 AM,4.7,Ninja,268.51,1
6503344.892,546813.3286,-31.60405317,117.4935016,2.071,12.0,1.909,26,1.909,10.9,11/18/2021 8:53:09 AM,358.9,Ninja,268.29,1
6503352.381,546813.0901,-31.60398561,117.4934987,1.649,12.0,1.214,26,1.214,10.9,11/18/2021 8:53:13 AM,358.4,Ninja,268.1,1
6503356.609,546812.9555,-31.60394747,117.4934971,0.814,12.0,0.748,26,0.748,11.0,11/18/2021 8:53:17 AM,358.2,Ninja,268.03,1
6503359.716,546812.9525,-31.60391944,117.4934969,0.67,12.0,0.0,26,0.0,11.1,11/18/2021 8:53:21 AM,358.7,Ninja,267.99,1
6503359.886,546812.9532,-31.60391791,117.4934969,0.0,12.0,0.0,26,0.0,11.2,11/18/2021 8:53:25 AM,358.7,Ninja,267.98,1
6503361.855,546813.0133,-31.60390014,117.4934975,0.757,12.0,3.14,26,3.14,11.4,11/18/2021 8:53:43 AM,359.2,Ninja,267.97,1
6503365.879,546813.1169,-31.60386383,117.4934984,1.203,12.0,3.1,26,3.1,11.1,11/18/2021 8:53:47 AM,0.2,Ninja,267.9,1
6503372.449,546813.1465,-31.60380455,117.4934984,2.112,12.0,2.865,26,2.865,10.9,11/18/2021 8:53:51 AM,0.2,Ninja,267.83,1
6503382.45,546813.1575,-31.60371432,117.493498,2.481,12.0,2.122,26,2.122,11.0,11/18/2021 8:53:55 AM,359.9,Ninja,267.63,1
6503392.231,546813.2017,-31.60362608,117.493498,2.355,12.0,2.05,26,2.05,11.1,11/18/2021 8:53:59 AM,359.9,Ninja,267.45,1
6503400.788,546813.3247,-31.60354887,117.4934989,1.797,12.0,2.057,26,2.057,11.0,11/18/2021 8:54:03 AM,0.4,Ninja,267.3,1
6503408.103,546813.8871,-31.60348285,117.4935045,1.835,12.0,2.012,26,2.012,10.9,11/18/2021 8:54:07 AM,3.3,Ninja,267.17,1
6503414.482,546818.7273,-31.6034251,117.4935552,1.893,12.0,1.119,26,1.119,10.6,11/18/2021 8:54:11 AM,26.3,Ninja,267.02,1
6503416.21,546827.454,-31.60340916,117.4936471,1.952,12.0,1.978,26,1.978,10.4,11/18/2021 8:54:15 AM,63.4,Ninja,266.77,1
6503412.266,546835.7974,-31.6034444,117.4937353,2.003,12.0,1.443,26,1.443,10.6,11/18/2021 8:54:19 AM,100.2,Ninja,266.76,1
6503406.984,546843.7241,-31.60349173,117.4938191,2.521,12.0,1.145,26,1.145,10.9,11/18/2021 8:54:23 AM,116.8,Ninja,266.68,1
6503401.544,546852.5891,-31.60354045,117.4939128,2.642,12.0,1.375,26,1.375,11.1,11/18/2021 8:54:27 AM,119.7,Ninja,266.62,1
6503395.087,546861.3983,-31.60359835,117.4940059,2.8,12.0,1.344,26,1.344,11.4,11/18/2021 8:54:31 AM,124.6,Ninja,266.56,1
6503387.95,546869.9654,-31.60366239,117.4940966,2.777,12.0,0.935,26,0.935,11.5,11/18/2021 8:54:35 AM,128.2,Ninja,266.49,1
6503382.761,546879.8902,-31.6037088,117.4942015,2.79,12.0,1.444,26,1.444,11.5,11/18/2021 8:54:39 AM,119.2,Ninja,266.43,1
6503379.655,546890.6763,-31.60373638,117.4943153,2.777,12.0,1.501,26,1.501,11.3,11/18/2021 8:54:43 AM,108.5,Ninja,266.41,1
6503378.453,546901.3686,-31.60374679,117.4944281,2.611,12.0,1.843,26,1.843,11.2,11/18/2021 8:54:47 AM,98.9,Ninja,266.39,1
6503377.216,546911.8567,-31.60375752,117.4945387,2.641,12.0,1.621,26,1.621,11.2,11/18/2021 8:54:51 AM,97.4,Ninja,266.34,1
6503375.624,546922.3261,-31.60377146,117.4946491,2.671,12.0,1.635,26,1.635,11.0,11/18/2021 8:54:55 AM,97.9,Ninja,266.31,1
6503373.657,546932.8442,-31.60378877,117.4947601,2.679,12.0,1.385,26,1.385,11.2,11/18/2021 8:54:59 AM,100.2,Ninja,266.26,1
6503370.622,546943.1705,-31.60381573,117.4948691,2.688,12.0,0.962,26,0.962,11.2,11/18/2021 8:55:03 AM,104.9,Ninja,266.24,1
6503366.329,546953.7814,-31.60385403,117.4949812,2.973,12.0,1.091,26,1.091,11.2,11/18/2021 8:55:07 AM,110.2,Ninja,266.19,1
6503360.746,546964.3001,-31.60390397,117.4950923,2.97,12.0,1.289,26,1.289,11.3,11/18/2021 8:55:11 AM,116.7,Ninja,266.16,1
6503352.842,546973.9393,-31.60397489,117.4951943,3.108,12.0,0.696,26,0.696,11.2,11/18/2021 8:55:15 AM,127.0,Ninja,266.12,1
6503344.227,546982.8411,-31.60405225,117.4952886,3.107,12.0,0.143,26,0.143,11.1,11/18/2021 8:55:19 AM,132.4,Ninja,266.06,1
6503334.682,546990.7824,-31.60413804,117.4953727,3.098,12.0,1.367,26,1.367,11.2,11/18/2021 8:55:23 AM,138.5,Ninja,265.94,1
6503324.986,546998.4337,-31.6042252,117.4954539,3.088,12.0,1.605,26,1.605,11.1,11/18/2021 8:55:27 AM,140.4,Ninja,265.83,1
6503315.088,547005.9304,-31.6043142,117.4955334,3.107,12.0,1.635,26,1.635,11.2,11/18/2021 8:55:31 AM,141.3,Ninja,265.77,1
6503307.438,547015.4,-31.60438283,117.4956335,3.016,12.0,1.119,26,1.119,11.0,11/18/2021 8:55:35 AM,129.8,Ninja,265.74,1
6503301.11,547025.5064,-31.60443951,117.4957404,2.956,12.0,1.408,26,1.408,10.9,11/18/2021 8:55:39 AM,123.9,Ninja,265.69,1
6503295.02,547035.2041,-31.60449405,117.4958429,2.625,12.0,1.635,26,1.635,10.8,11/18/2021 8:55:43 AM,122.0,Ninja,265.66,1
6503289.836,547044.1384,-31.60454046,117.4959373,2.587,12.0,1.212,26,1.212,10.8,11/18/2021 8:55:47 AM,120.4,Ninja,265.65,1
6503284.551,547052.5258,-31.6045878,117.496026,2.413,12.0,0.538,26,0.538,10.9,11/18/2021 8:55:51 AM,121.5,Ninja,265.62,1
6503279.147,547060.8615,-31.60463621,117.4961141,2.533,12.0,1.525,26,1.525,11.0,11/18/2021 8:55:55 AM,122.1,Ninja,265.56,1
6503273.05,547068.9388,-31.60469089,117.4961996,2.534,12.0,1.958,26,1.958,10.8,11/18/2021 8:55:59 AM,125.5,Ninja,265.51,1
6503266.139,547076.3807,-31.60475293,117.4962784,2.532,12.0,1.463,26,1.463,10.7,11/18/2021 8:56:03 AM,130.6,Ninja,265.47,1
6503258.687,547083.2907,-31.60481988,117.4963516,2.549,12.0,1.025,26,1.025,10.9,11/18/2021 8:56:07 AM,135.0,Ninja,265.42,1
6503250.982,547090.0298,-31.60488912,117.496423,2.611,12.0,0.258,26,0.258,11.1,11/18/2021 8:56:11 AM,137.8,Ninja,265.37,1
6503243.003,547097.3814,-31.60496081,117.4965008,2.718,12.0,1.662,26,1.662,10.9,11/18/2021 8:56:15 AM,137.0,Ninja,265.35,1
6503234.736,547104.2716,-31.60503511,117.4965739,2.63,12.0,1.63,26,1.63,10.8,11/18/2021 8:56:19 AM,139.4,Ninja,265.31,1
6503227.22,547110.67,-31.60510266,117.4966417,2.38,12.0,1.787,26,1.787,10.7,11/18/2021 8:56:23 AM,139.1,Ninja,265.29,1
6503220.333,547116.6103,-31.60516455,117.4967046,2.239,12.0,1.758,26,1.758,10.7,11/18/2021 8:56:27 AM,139.0,Ninja,265.25,1
6503213.736,547122.3128,-31.60522383,117.4967651,2.195,12.0,1.924,26,1.924,10.4,11/18/2021 8:56:31 AM,138.7,Ninja,265.24,1
6503206.63,547127.8944,-31.60528771,117.4968242,2.308,12.0,2.191,26,2.191,10.6,11/18/2021 8:56:35 AM,140.4,Ninja,265.24,1
6503198.64,547133.6759,-31.60535956,117.4968856,2.522,12.0,1.565,26,1.565,10.9,11/18/2021 8:56:39 AM,143.0,Ninja,265.23,1
6503190.143,547139.0121,-31.605436,117.4969422,2.495,12.0,1.545,26,1.545,11.1,11/18/2021 8:56:43 AM,146.5,Ninja,265.24,1
6503181.174,547144.0388,-31.60551672,117.4969957,2.622,12.0,1.686,26,1.686,11.1,11/18/2021 8:56:47 AM,149.4,Ninja,265.18,1
6503171.711,547148.7389,-31.6056019,117.4970457,2.642,12.0,1.32,26,1.32,11.1,11/18/2021 8:56:51 AM,151.9,Ninja,264.98,1
6503162.25,547153.2511,-31.60568707,117.4970937,2.615,12.0,1.112,26,1.112,11.2,11/18/2021 8:56:55 AM,153.6,Ninja,264.88,1
6503152.538,547157.0118,-31.60577454,117.4971338,2.554,12.0,1.341,26,1.341,11.0,11/18/2021 8:56:59 AM,157.4,Ninja,264.82,1
6503144.63,547159.8425,-31.60584577,117.497164,2.08,12.0,1.792,26,1.792,10.7,11/18/2021 8:57:03 AM,158.9,Ninja,264.8,1
6503137.059,547163.0163,-31.60591394,117.4971978,2.045,12.0,2.556,26,2.556,10.7,11/18/2021 8:57:07 AM,157.6,Ninja,264.75,1
6503128.708,547166.3221,-31.60598915,117.4972331,2.374,12.0,2.394,26,2.394,10.8,11/18/2021 8:57:11 AM,158.1,Ninja,264.72,1
6503119.714,547169.2162,-31.60607018,117.497264,2.368,12.0,2.432,26,2.432,11.1,11/18/2021 8:57:15 AM,161.0,Ninja,264.71,1
6503110.311,547171.9709,-31.6061549,117.4972935,2.51,12.0,2.265,26,2.265,11.1,11/18/2021 8:57:19 AM,162.5,Ninja,264.73,1
6503101.148,547174.5056,-31.60623746,117.4973207,2.141,12.0,2.526,26,2.526,11.1,11/18/2021 8:57:23 AM,163.5,Ninja,264.69,1
6503092.767,547176.7375,-31.60631298,117.4973446,2.224,12.0,2.263,26,2.263,11.1,11/18/2021 8:57:27 AM,163.9,Ninja,264.65,1
6503084.285,547179.0021,-31.60638942,117.4973689,2.128,12.0,2.438,26,2.438,11.0,11/18/2021 8:57:31 AM,164.5,Ninja,264.61,1
6503076.074,547181.0801,-31.60646341,117.4973912,2.147,12.0,2.371,26,2.371,11.1,11/18/2021 8:57:35 AM,165.0,Ninja,264.63,1
6503067.929,547183.7219,-31.60653679,117.4974194,2.146,12.0,2.184,26,2.184,11.2,11/18/2021 8:57:39 AM,162.5,Ninja,264.64,1
6503060.052,547187.1323,-31.60660771,117.4974557,2.142,12.0,2.082,26,2.082,11.1,11/18/2021 8:57:43 AM,158.0,Ninja,264.68,1
6503052.443,547191.5172,-31.60667618,117.4975023,2.24,12.0,1.529,26,1.529,11.3,11/18/2021 8:57:47 AM,151.5,Ninja,264.69,1
6503047.185,547197.9087,-31.60672336,117.49757,1.329,12.0,0.165,26,0.165,11.4,11/18/2021 8:57:51 AM,136.1,Ninja,264.73,1
6503045.694,547200.7505,-31.60673669,117.4976,0.0,12.0,0.0,26,0.0,11.4,11/18/2021 8:57:52 AM,129.8,Ninja,264.76,1
6503045.281,547209.3819,-31.60674006,117.497691,2.014,12.0,0.565,26,0.565,11.4,11/18/2021 8:57:56 AM,103.6,Ninja,264.69,1
6503049.142,547215.5426,-31.60670498,117.4977558,1.017,12.0,0.0,26,0.0,10.9,11/18/2021 8:58:00 AM,75.7,Ninja,264.34,1
6503042.39,547206.6225,-31.60676626,117.4976621,0.565,12.0,0.0,26,0.0,11.5,11/18/2021 9:08:35 AM,221.2,Ninja,264.38,1
6503039.868,547204.9557,-31.60678908,117.4976446,0.914,12.0,1.473,26,1.473,11.5,11/18/2021 9:08:39 AM,219.1,Ninja,264.58,1
6503036.708,547201.5804,-31.60681773,117.4976092,1.203,12.0,2.328,26,2.328,11.4,11/18/2021 9:08:43 AM,221.4,Ninja,264.73,1
6503032.132,547199.7848,-31.60685909,117.4975905,1.207,12.0,2.882,26,2.882,11.5,11/18/2021 9:08:47 AM,211.1,Ninja,264.71,1
6503026.658,547201.3127,-31.60690841,117.4976068,1.187,12.0,3.691,26,3.691,11.2,11/18/2021 9:08:51 AM,187.5,Ninja,264.81,1
6503021.273,547202.0044,-31.60695697,117.4976144,1.589,12.0,3.354,26,3.354,11.1,11/18/2021 9:08:55 AM,180.3,Ninja,264.88,1
6503014.243,547201.9724,-31.60702039,117.4976144,1.775,12.0,3.199,26,3.199,11.2,11/18/2021 9:08:59 AM,180.3,Ninja,265.09,1
6503006.569,547201.9546,-31.60708963,117.4976146,2.039,12.0,3.028,26,3.028,11.2,11/18/2021 9:09:03 AM,180.4,Ninja,265.28,1
6502998.351,547201.9513,-31.60716377,117.4976149,2.054,12.0,2.85,26,2.85,11.2,11/18/2021 9:09:07 AM,180.0,Ninja,265.4,1
6502990.117,547201.9309,-31.60723806,117.4976151,2.078,12.0,2.952,26,2.952,11.2,11/18/2021 9:09:11 AM,179.8,Ninja,265.52,1
6502980.355,547201.8352,-31.60732614,117.4976146,2.47,12.0,2.533,26,2.533,11.3,11/18/2021 9:09:15 AM,180.1,Ninja,265.64,1
6502970.456,547201.7902,-31.60741545,117.4976146,2.475,12.0,2.696,26,2.696,11.1,11/18/2021 9:09:19 AM,180.0,Ninja,265.89,1
6502960.524,547201.762,-31.60750506,117.4976147,2.486,12.0,2.656,26,2.656,11.2,11/18/2021 9:09:23 AM,180.0,Ninja,266.05,1
6502950.625,547201.6828,-31.60759437,117.4976144,2.481,12.0,2.177,26,2.177,11.2,11/18/2021 9:09:27 AM,180.2,Ninja,266.23,1
6502940.811,547201.6723,-31.60768291,117.4976147,2.369,12.0,1.927,26,1.927,11.2,11/18/2021 9:09:31 AM,180.1,Ninja,266.41,1
6502931.626,547201.6134,-31.60776578,117.4976146,2.266,12.0,1.892,26,1.892,11.2,11/18/2021 9:09:35 AM,180.3,Ninja,266.57,1
6502922.763,547201.6072,-31.60784574,117.4976149,2.245,12.0,2.123,26,2.123,11.2,11/18/2021 9:09:39 AM,180.0,Ninja,266.77,1
6502913.833,547201.652,-31.60792631,117.4976158,2.235,12.0,1.965,26,1.965,11.0,11/18/2021 9:09:43 AM,179.3,Ninja,267.01,1
6502904.869,547201.5599,-31.60800719,117.4976153,2.244,12.0,1.561,26,1.561,11.1,11/18/2021 9:09:47 AM,179.5,Ninja,267.12,1
6502895.819,547201.4163,-31.60808884,117.4976142,2.258,12.0,1.673,26,1.673,11.0,11/18/2021 9:09:51 AM,180.4,Ninja,267.32,1
6502886.787,547201.4093,-31.60817033,117.4976146,2.257,12.0,1.726,26,1.726,10.9,11/18/2021 9:09:55 AM,180.1,Ninja,267.53,1
6502877.754,547201.3853,-31.60825183,117.4976147,2.259,12.0,2.215,26,2.215,11.0,11/18/2021 9:09:59 AM,180.0,Ninja,267.71,1
6502868.654,547201.3609,-31.60833393,117.4976149,2.275,12.0,2.311,26,2.311,10.9,11/18/2021 9:10:03 AM,180.0,Ninja,267.92,1
6502860.351,547201.2719,-31.60840884,117.4976144,2.06,12.0,1.737,26,1.737,11.0,11/18/2021 9:10:07 AM,180.3,Ninja,268.11,1
6502852.117,547201.3198,-31.60848313,117.4976153,2.066,12.0,1.814,26,1.814,11.2,11/18/2021 9:10:11 AM,179.7,Ninja,268.29,1
6502843.899,547201.2141,-31.60855727,117.4976146,2.059,12.0,2.581,26,2.581,11.0,11/18/2021 9:10:15 AM,180.2,Ninja,268.48,1
6502835.665,547201.1766,-31.60863156,117.4976146,2.053,12.0,2.507,26,2.507,11.0,11/18/2021 9:10:19 AM,180.1,Ninja,268.67,1
6502828.432,547197.4585,-31.60869697,117.4975757,1.97,12.0,2.607,26,2.607,11.0,11/18/2021 9:10:23 AM,202.5,Ninja,268.84,1
6502827.952,547187.2534,-31.60870172,117.4974682,2.038,12.0,2.609,26,2.609,10.9,11/18/2021 9:10:27 AM,249.3,Ninja,268.83,1
6502828.144,547178.809,-31.60870034,117.4973791,2.028,12.0,2.727,26,2.727,10.7,11/18/2021 9:10:31 AM,262.6,Ninja,268.73,1
6502826.618,547170.7657,-31.60871443,117.4972944,2.105,12.0,2.835,26,2.835,10.7,11/18/2021 9:10:35 AM,260.4,Ninja,268.61,1
6502825.732,547164.1425,-31.6087227,117.4972246,2.076,12.0,2.555,26,2.555,10.8,11/18/2021 9:10:38 AM,261.3,Ninja,268.56,1
6502824.75,547155.8285,-31.6087319,117.497137,2.087,12.0,2.522,26,2.522,10.9,11/18/2021 9:10:42 AM,262.4,Ninja,268.53,1
6502823.838,547147.4987,-31.60874047,117.4970493,2.106,12.0,2.287,26,2.287,10.8,11/18/2021 9:10:46 AM,263.2,Ninja,268.49,1
6502822.924,547139.3045,-31.60874905,117.4969629,1.974,12.0,2.046,26,2.046,10.8,11/18/2021 9:10:50 AM,263.3,Ninja,268.43,1
6502821.975,547131.4014,-31.60875794,117.4968796,1.965,12.0,2.372,26,2.372,10.8,11/18/2021 9:10:54 AM,263.1,Ninja,268.6,1
6502821.112,547123.2245,-31.60876606,117.4967935,2.057,12.0,2.671,26,2.671,10.7,11/18/2021 9:10:58 AM,263.5,Ninja,268.7,1
6502820.301,547115.083,-31.60877371,117.4967077,2.061,12.0,2.359,26,2.359,10.7,11/18/2021 9:11:02 AM,263.7,Ninja,268.88,1
6502819.438,547106.9573,-31.60878183,117.4966221,2.035,12.0,2.303,26,2.303,10.8,11/18/2021 9:11:06 AM,263.8,Ninja,269.04,1
6502819.067,547098.7837,-31.60878551,117.4965359,2.057,12.0,2.375,26,2.375,10.8,11/18/2021 9:11:10 AM,266.1,Ninja,269.29,1
6502818.714,547090.6262,-31.60878903,117.4964499,2.042,12.0,2.522,26,2.522,10.8,11/18/2021 9:11:14 AM,266.9,Ninja,269.55,1
6502818.462,547082.453,-31.60879164,117.4963638,2.053,12.0,2.489,26,2.489,10.7,11/18/2021 9:11:18 AM,267.4,Ninja,269.82,1
6502818.721,547074.2813,-31.60878964,117.4962776,2.051,12.0,2.393,26,2.393,10.9,11/18/2021 9:11:22 AM,270.1,Ninja,270.13,1
6502819.012,547066.1106,-31.60878735,117.4961915,2.034,12.0,2.448,26,2.448,11.0,11/18/2021 9:11:26 AM,271.2,Ninja,270.4,1
6502819.202,547057.9556,-31.60878597,117.4961055,2.047,12.0,2.327,26,2.327,11.1,11/18/2021 9:11:30 AM,271.2,Ninja,270.69,1
6502819.408,547049.7836,-31.60878444,117.4960193,2.03,12.0,2.058,26,2.058,11.2,11/18/2021 9:11:34 AM,271.2,Ninja,270.94,1
6502819.292,547041.6964,-31.60878582,117.4959341,2.015,12.0,1.739,26,1.739,11.2,11/18/2021 9:11:38 AM,269.3,Ninja,271.23,1
6502818.379,547033.673,-31.60879439,117.4958496,2.006,12.0,2.394,26,2.394,11.2,11/18/2021 9:11:42 AM,265.1,Ninja,271.55,1
6502818.177,547025.6025,-31.60879654,117.4957645,2.031,12.0,3.258,26,3.258,11.1,11/18/2021 9:11:46 AM,267.8,Ninja,271.86,1
6502818.027,547017.668,-31.60879822,117.4956808,1.942,12.0,3.463,26,3.463,11.1,11/18/2021 9:11:50 AM,268.1,Ninja,272.17,1
6502817.552,547009.988,-31.60880282,117.4955999,1.919,12.0,2.212,26,2.212,11.1,11/18/2021 9:11:54 AM,266.9,Ninja,272.42,1
6502817.786,547003.1992,-31.60880098,117.4955283,1.342,12.0,1.106,26,1.106,11.1,11/18/2021 9:11:58 AM,269.8,Ninja,272.62,1
6503293.822,546808.7818,-31.60451411,117.4934561,0.703,12.0,0.0,26,0.0,5.7,11/18/2021 11:10:17 AM,131.6,Ninja,269.13,2
6503291.454,546810.3914,-31.60453541,117.4934732,0.293,12.0,1.662,26,1.662,5.7,11/18/2021 11:10:21 AM,138.8,Ninja,269.46,2
6503288.073,546810.9567,-31.60456589,117.4934793,1.008,12.0,3.258,26,3.258,5.7,11/18/2021 11:10:25 AM,157.3,Ninja,269.48,2
6503282.925,546811.514,-31.60461231,117.4934854,1.471,12.0,3.405,26,3.405,5.7,11/18/2021 11:10:29 AM,169.0,Ninja,269.6,2
6503276.914,546811.6225,-31.60466654,117.4934869,1.455,12.0,2.705,26,2.705,5.7,11/18/2021 11:10:33 AM,177.3,Ninja,269.74,2
6503271.144,546810.9315,-31.60471862,117.4934798,1.455,12.0,3.696,26,3.696,5.7,11/18/2021 11:10:37 AM,184.1,Ninja,270.01,2
6503265.171,546810.2557,-31.60477254,117.493473,1.543,12.0,3.336,26,3.336,5.7,11/18/2021 11:10:41 AM,185.8,Ninja,269.95,2
6503258.838,546810.1256,-31.60482968,117.4934719,1.664,12.0,2.815,26,2.815,5.0,11/18/2021 11:10:45 AM,182.0,Ninja,270.15,2
6503252.046,546810.0778,-31.60489096,117.4934718,1.78,12.0,2.928,26,2.928,6.7,11/18/2021 11:10:49 AM,180.8,Ninja,270.3,2
6503244.476,546809.5143,-31.60495928,117.4934662,1.876,12.0,3.265,26,3.265,7.9,11/18/2021 11:10:53 AM,183.6,Ninja,270.41,2
6503236.7,546809.3768,-31.60502944,117.4934651,2.026,12.0,3.471,26,3.471,8.1,11/18/2021 11:10:57 AM,181.0,Ninja,270.56,2
6503228.45,546808.8615,-31.60510389,117.4934601,2.13,12.0,2.82,26,2.82,8.4,11/18/2021 11:11:01 AM,182.8,Ninja,270.66,2
6503219.894,546808.7213,-31.60518109,117.493459,2.145,12.0,3.062,26,3.062,8.3,11/18/2021 11:11:05 AM,181.6,Ninja,270.61,2
6503211.268,546808.818,-31.60525891,117.4934604,2.198,12.0,2.852,26,2.852,8.0,11/18/2021 11:11:09 AM,180.9,Ninja,270.61,2
6503202.527,546808.2331,-31.6053378,117.4934547,2.195,12.0,3.048,26,3.048,7.8,11/18/2021 11:11:13 AM,183.7,Ninja,270.66,2
6503193.986,546808.1946,-31.60541486,117.4934547,2.081,12.0,3.228,26,3.228,7.8,11/18/2021 11:11:17 AM,179.8,Ninja,270.72,2
6503185.666,546808.157,-31.60548992,117.4934547,2.094,12.0,3.035,26,3.035,7.6,11/18/2021 11:11:21 AM,179.7,Ninja,270.79,2
6503177.04,546808.2206,-31.60556774,117.4934557,2.156,12.0,2.772,26,2.772,7.9,11/18/2021 11:11:25 AM,179.4,Ninja,270.86,2
6503168.33,546808.3008,-31.60564632,117.493457,2.209,12.0,2.4,26,2.4,7.9,11/18/2021 11:11:29 AM,179.5,Ninja,270.89,2
6503159.518,546808.3293,-31.60572582,117.4934577,2.211,12.0,2.15,26,2.15,7.9,11/18/2021 11:11:33 AM,181.2,Ninja,270.86,2
6503150.76,546807.5214,-31.60580487,117.4934496,2.212,12.0,1.984,26,1.984,8.0,11/18/2021 11:11:37 AM,184.3,Ninja,270.91,2
6503141.914,546807.601,-31.60588468,117.4934509,2.222,12.0,2.743,26,2.743,8.2,11/18/2021 11:11:41 AM,179.2,Ninja,270.9,2
6503133.103,546807.2368,-31.60596418,117.4934475,2.215,12.0,3.051,26,3.051,7.8,11/18/2021 11:11:45 AM,181.4,Ninja,270.86,2
6503124.275,546807.0945,-31.60604384,117.4934464,2.231,12.0,2.722,26,2.722,8.1,11/18/2021 11:11:49 AM,179.5,Ninja,270.82,2
6503115.463,546807.0889,-31.60612334,117.4934467,2.217,12.0,2.864,26,2.864,8.0,11/18/2021 11:11:53 AM,180.0,Ninja,270.79,2
6503106.308,546807.6281,-31.60620591,117.4934529,2.338,12.0,2.804,26,2.804,8.1,11/18/2021 11:11:57 AM,177.2,Ninja,270.78,2
6503097.002,546808.2169,-31.60628985,117.4934595,2.339,12.0,2.977,26,2.977,8.0,11/18/2021 11:12:01 AM,176.7,Ninja,270.75,2
6503087.512,546807.936,-31.60637548,117.493457,2.377,12.0,2.677,26,2.677,8.0,11/18/2021 11:12:05 AM,182.0,Ninja,270.68,2
6503078.022,546807.6199,-31.60646111,117.4934541,2.364,12.0,2.565,26,2.565,7.9,11/18/2021 11:12:09 AM,180.5,Ninja,270.6,2
6503068.512,546807.8673,-31.6065469,117.4934572,2.36,12.0,2.053,26,2.053,8.1,11/18/2021 11:12:13 AM,178.5,Ninja,270.64,2
6503058.988,546807.8755,-31.60663283,117.4934577,2.379,12.0,2.348,26,2.348,8.1,11/18/2021 11:12:17 AM,180.5,Ninja,270.62,2
6503049.462,546807.8496,-31.60671877,117.4934579,2.342,12.0,2.456,26,2.456,7.9,11/18/2021 11:12:21 AM,179.3,Ninja,270.6,2
6503040.072,546808.0624,-31.60680348,117.4934606,2.335,12.0,2.356,26,2.356,7.9,11/18/2021 11:12:25 AM,178.6,Ninja,270.6,2
6503030.717,546808.0543,-31.60688788,117.493461,2.36,12.0,2.749,26,2.749,7.8,11/18/2021 11:12:29 AM,180.0,Ninja,270.67,2
6503021.279,546807.5004,-31.60697305,117.4934556,2.39,12.0,3.011,26,3.011,8.1,11/18/2021 11:12:33 AM,183.7,Ninja,270.68,2
6503011.772,546807.1502,-31.60705884,117.4934523,2.382,12.0,3.495,26,3.495,7.9,11/18/2021 11:12:37 AM,182.0,Ninja,270.76,2
6503002.349,546807.2442,-31.60714385,117.4934538,2.348,12.0,2.91,26,2.91,8.1,11/18/2021 11:12:41 AM,179.3,Ninja,270.94,2
6502993.43,546808.0738,-31.60722428,117.4934629,2.232,12.0,3.511,26,3.511,7.9,11/18/2021 11:12:45 AM,175.0,Ninja,271.08,2
6502984.33,546808.1694,-31.60730638,117.4934644,2.304,12.0,3.282,26,3.282,8.1,11/18/2021 11:12:49 AM,179.5,Ninja,271.12,2
6502975.06,546808.008,-31.60739002,117.4934631,2.328,12.0,3.372,26,3.372,7.9,11/18/2021 11:12:53 AM,181.0,Ninja,271.24,2
6502965.636,546808.1703,-31.60747504,117.4934653,2.37,12.0,3.296,26,3.296,7.8,11/18/2021 11:12:57 AM,178.0,Ninja,271.22,2
6502956.213,546808.162,-31.60756005,117.4934656,2.35,12.0,3.727,26,3.727,7.8,11/18/2021 11:13:01 AM,180.9,Ninja,271.15,2
6502946.909,546807.9321,-31.607644,117.4934637,2.316,12.0,2.846,26,2.846,7.8,11/18/2021 11:13:05 AM,181.0,Ninja,271.21,2
6502937.927,546808.0794,-31.60772503,117.4934656,2.219,12.0,2.915,26,2.915,8.1,11/18/2021 11:13:09 AM,178.4,Ninja,271.18,2
6502929.03,546808.1758,-31.6078053,117.4934671,2.244,12.0,3.02,26,3.02,7.8,11/18/2021 11:13:13 AM,179.8,Ninja,271.19,2
6502920.05,546807.9646,-31.60788633,117.4934653,2.299,12.0,3.17,26,3.17,8.0,11/18/2021 11:13:17 AM,181.2,Ninja,271.18,2
6502910.73,546807.4273,-31.60797043,117.4934601,2.338,12.0,3.285,26,3.285,8.0,11/18/2021 11:13:21 AM,182.9,Ninja,271.18,2
