Northing,Easting,Latitude,Longitude,Distance,Swathwidth,DryYield,Crop,WetMass,Moisture,Time,Heading,Variety,Elevation,Machine
6503043.079,547212.0336,-31.60675982,117.4977191,0.935,2.458,0.227,5,0.227,9.5,11/11/2020 8:01,242.7,43Y23 RR,264.32,1
6503045.097,547205.1161,-31.6067419,117.497646,1.305,12.0,0.627,5,0.627,9.4,11/11/2020 8:01,245.8,43Y23 RR,264.6,1
6503044.8,547199.4327,-31.60674481,117.4975861,1.607,12.0,0.369,5,0.369,9.5,11/11/2020 8:01,264.0,43Y23 RR,264.8,1
6503046.749,547192.8564,-31.6067275,117.4975167,1.804,12.0,0.346,5,0.346,9.5,11/11/2020 8:01,284.5,43Y23 RR,264.84,1
6503051.139,547187.1089,-31.60668813,117.4974559,1.829,12.0,0.413,5,0.413,9.5,11/11/2020 8:01,306.2,43Y23 RR,264.81,1
6503057.391,547182.4797,-31.60663191,117.4974068,2.001,12.0,0.433,5,0.433,9.5,11/11/2020 8:01,322.5,43Y23 RR,264.84,1
6503064.998,547178.5558,-31.60656344,117.4973651,2.167,12.0,0.384,5,0.384,9.5,11/11/2020 8:01,332.8,43Y23 RR,264.84,1
6503073.245,547175.7608,-31.60648915,117.4973352,2.212,12.0,0.437,5,0.437,9.5,11/11/2020 8:01,340.9,43Y23 RR,264.84,1
6503082.138,547172.9867,-31.60640903,117.4973056,2.385,12.0,0.35,5,0.35,9.5,11/11/2020 8:02,342.5,43Y23 RR,264.84,1
6503091.217,547170.315,-31.60632723,117.497277,2.376,12.0,0.416,5,0.416,9.4,11/11/2020 8:02,343.4,43Y23 RR,264.84,1
6503099.992,547167.3175,-31.60624819,117.4972449,2.345,12.0,0.322,5,0.322,9.4,11/11/2020 8:02,341.3,43Y23 RR,264.9,1
6503109.02,547164.6797,-31.60616684,117.4972167,2.38,12.0,0.424,5,0.424,9.4,11/11/2020 8:02,343.1,43Y23 RR,264.94,1
6503118.321,547161.7368,-31.60608305,117.4971852,2.444,12.0,0.417,5,0.417,9.4,11/11/2020 8:02,341.5,43Y23 RR,264.95,1
6503127.64,547158.4344,-31.60599911,117.49715,2.504,12.0,0.462,5,0.462,9.5,11/11/2020 8:02,340.6,43Y23 RR,264.96,1
6503137.129,547155.3215,-31.60591363,117.4971167,2.499,12.0,0.42,5,0.42,9.5,11/11/2020 8:02,341.2,43Y23 RR,264.99,1
6503146.907,547151.8684,-31.60582555,117.4970798,2.586,12.0,0.453,5,0.453,9.4,11/11/2020 8:02,339.7,43Y23 RR,265.03,1
6503156.603,547148.1921,-31.60573823,117.4970406,2.592,12.0,0.367,5,0.367,9.4,11/11/2020 8:02,338.2,43Y23 RR,265.07,1
6503165.995,547143.8332,-31.60565367,117.4969942,2.594,12.0,0.449,5,0.449,9.5,11/11/2020 8:02,334.8,43Y23 RR,265.15,1
6503175.813,547139.1519,-31.60556528,117.4969444,2.724,12.0,0.538,5,0.538,9.5,11/11/2020 8:02,333.6,43Y23 RR,265.21,1
6503185.798,547135.1021,-31.60547536,117.4969012,2.656,12.0,0.385,5,0.385,9.5,11/11/2020 8:02,339.2,43Y23 RR,265.4,1
6503195.572,547132.6726,-31.60538728,117.4968751,2.444,12.0,0.408,5,0.408,9.6,11/11/2020 8:02,346.1,43Y23 RR,265.32,1
6503202.673,547131.9374,-31.60532325,117.4968671,1.594,12.0,0.769,5,0.769,9.6,11/11/2020 8:02,352.1,43Y23 RR,265.22,1
6503208.855,547131.4703,-31.60526749,117.4968618,1.579,12.0,0.78,5,0.78,9.5,11/11/2020 8:02,353.3,43Y23 RR,265.17,1
6503215.549,547130.7333,-31.60520713,117.4968537,1.781,12.0,0.788,5,0.788,9.6,11/11/2020 8:03,354.2,43Y23 RR,265.25,1
6503223.172,547130.9036,-31.60513835,117.4968552,2.008,12.0,0.679,5,0.679,9.6,11/11/2020 8:03,359.7,43Y23 RR,265.01,1
6503232.0,547130.9608,-31.6050587,117.4968554,2.455,12.0,0.456,5,0.456,9.6,11/11/2020 8:03,0.1,43Y23 RR,264.89,1
6503241.916,547131.0059,-31.60496923,117.4968554,2.525,12.0,0.499,5,0.499,9.6,11/11/2020 8:03,0.1,43Y23 RR,264.74,1
6503251.951,547131.0515,-31.6048787,117.4968554,2.511,12.0,0.555,5,0.555,9.6,11/11/2020 8:03,0.1,43Y23 RR,264.59,1
6503262.256,547131.0642,-31.60478572,117.496855,2.63,12.0,0.512,5,0.512,9.6,11/11/2020 8:03,359.8,43Y23 RR,264.43,1
6503272.767,547131.1461,-31.60469089,117.4968554,2.643,12.0,0.524,5,0.524,9.6,11/11/2020 8:03,359.9,43Y23 RR,264.34,1
6503283.667,547131.1956,-31.60459255,117.4968554,2.871,12.0,0.451,5,0.451,9.6,11/11/2020 8:03,0.3,43Y23 RR,264.19,1
6503295.535,547131.2154,-31.60448547,117.496855,3.052,12.0,0.505,5,0.505,9.5,11/11/2020 8:03,359.9,43Y23 RR,264.03,1
6503307.659,547131.2705,-31.60437609,117.496855,3.037,12.0,0.3,5,0.3,9.5,11/11/2020 8:03,359.8,43Y23 RR,263.92,1
6503319.866,547131.3601,-31.60426595,117.4968554,3.065,12.0,0.456,5,0.456,9.5,11/11/2020 8:03,0.2,43Y23 RR,263.71,1
6503332.041,547131.3984,-31.60415611,117.4968552,3.059,12.0,0.377,5,0.377,9.5,11/11/2020 8:03,0.0,43Y23 RR,263.54,1
6503344.197,547131.4707,-31.60404643,117.4968554,3.045,12.0,0.467,5,0.467,9.5,11/11/2020 8:03,0.0,43Y23 RR,263.31,1
6503356.372,547131.526,-31.60393659,117.4968554,3.06,12.0,0.493,5,0.493,9.5,11/11/2020 8:03,0.1,43Y23 RR,263.1,1
6503368.528,547131.5471,-31.60382691,117.496855,3.067,12.0,0.473,5,0.473,9.5,11/11/2020 8:03,360.0,43Y23 RR,262.92,1
6503380.583,547131.619,-31.60371815,117.4968552,3.025,12.0,0.602,5,0.602,9.5,11/11/2020 8:04,0.0,43Y23 RR,262.66,1
6503392.57,547131.6735,-31.60361,117.4968552,2.933,12.0,0.585,5,0.585,9.4,11/11/2020 8:04,359.8,43Y23 RR,262.45,1
6503404.388,547131.7272,-31.60350338,117.4968552,2.991,12.0,0.598,5,0.598,9.4,11/11/2020 8:04,359.8,43Y23 RR,262.27,1
6503416.223,547131.7809,-31.6033966,117.4968552,2.924,12.0,0.595,5,0.595,9.4,11/11/2020 8:04,359.9,43Y23 RR,262.05,1
6503428.04,547131.8346,-31.60328998,117.4968552,2.967,12.0,0.531,5,0.531,9.4,11/11/2020 8:04,359.9,43Y23 RR,261.82,1
6503439.841,547131.9224,-31.60318351,117.4968555,2.979,12.0,0.513,5,0.513,9.4,11/11/2020 8:04,0.3,43Y23 RR,261.5,1
6503451.726,547131.9252,-31.60307628,117.496855,2.979,12.0,0.607,5,0.607,9.4,11/11/2020 8:04,359.8,43Y23 RR,261.21,1
6503463.611,547131.9963,-31.60296905,117.4968552,2.983,12.0,0.46,5,0.46,9.5,11/11/2020 8:04,0.3,43Y23 RR,260.99,1
6503475.463,547132.0843,-31.60286212,117.4968555,2.975,12.0,0.608,5,0.608,9.4,11/11/2020 8:04,0.1,43Y23 RR,260.7,1
6503487.297,547132.0707,-31.60275535,117.4968548,2.936,12.0,0.62,5,0.62,9.4,11/11/2020 8:04,359.5,43Y23 RR,260.88,1
6503499.082,547132.1404,-31.60264903,117.496855,2.945,12.0,0.702,5,0.702,9.4,11/11/2020 8:04,359.6,43Y23 RR,261.13,1
6503510.559,547132.1926,-31.60254548,117.496855,2.891,12.0,0.693,5,0.693,9.4,11/11/2020 8:04,359.9,43Y23 RR,261.47,1
6503522.021,547132.2446,-31.60244207,117.496855,2.915,12.0,0.638,5,0.638,9.3,11/11/2020 8:04,359.9,43Y23 RR,261.82,1
6503533.55,547132.3141,-31.60233805,117.4968552,2.903,12.0,0.87,5,0.87,9.4,11/11/2020 8:04,359.9,43Y23 RR,262.13,1
6503545.045,547132.3834,-31.60223434,117.4968554,2.88,12.0,0.885,5,0.885,9.3,11/11/2020 8:04,0.0,43Y23 RR,262.41,1
6503556.046,547132.4163,-31.60213508,117.4968552,2.728,12.0,0.93,5,0.93,9.3,11/11/2020 8:05,359.9,43Y23 RR,262.74,1
6503566.896,547132.4486,-31.60203719,117.496855,2.73,12.0,0.907,5,0.907,9.2,11/11/2020 8:05,360.0,43Y23 RR,263.04,1
6503577.526,547132.531,-31.60194129,117.4968554,2.554,12.0,1.01,5,1.01,9.2,11/11/2020 8:05,0.1,43Y23 RR,263.33,1
6503587.867,547132.5609,-31.60184799,117.4968552,2.586,12.0,1.049,5,1.049,9.2,11/11/2020 8:05,0.1,43Y23 RR,263.64,1
6503598.207,547132.6079,-31.6017547,117.4968552,2.596,12.0,1.039,5,1.039,9.2,11/11/2020 8:05,360.0,43Y23 RR,263.95,1
6503608.581,547132.6551,-31.6016611,117.4968552,2.593,12.0,0.822,5,0.822,9.1,11/11/2020 8:05,360.0,43Y23 RR,264.26,1
6503618.565,547132.6834,-31.60157102,117.496855,2.39,12.0,0.965,5,0.965,9.2,11/11/2020 8:05,359.8,43Y23 RR,264.55,1
6503628.362,547132.7279,-31.60148263,117.496855,2.466,12.0,0.844,5,0.844,9.2,11/11/2020 8:05,0.1,43Y23 RR,264.81,1
6503638.194,547132.7896,-31.60139393,117.4968552,2.474,12.0,0.937,5,0.937,9.2,11/11/2020 8:05,359.9,43Y23 RR,265.04,1
6503648.331,547132.8699,-31.60130247,117.4968555,2.541,12.0,1.045,5,1.045,9.2,11/11/2020 8:05,0.4,43Y23 RR,265.27,1
6503658.399,547132.8815,-31.60121163,117.4968552,2.488,12.0,1.011,5,1.011,9.2,11/11/2020 8:05,360.0,43Y23 RR,265.45,1
6503667.466,547132.9568,-31.60112983,117.4968555,2.227,12.0,1.218,5,1.218,9.3,11/11/2020 8:05,0.5,43Y23 RR,265.65,1
6503676.856,547132.9321,-31.60104511,117.4968548,2.416,12.0,0.946,5,0.946,9.3,11/11/2020 8:05,359.6,43Y23 RR,265.89,1
6503686.653,547133.0269,-31.60095672,117.4968554,2.473,12.0,0.998,5,0.998,9.3,11/11/2020 8:05,0.3,43Y23 RR,266.01,1
6503696.451,547133.0885,-31.60086832,117.4968555,2.408,12.0,1.058,5,1.058,9.3,11/11/2020 8:05,0.4,43Y23 RR,266.17,1
6503705.704,547133.1306,-31.60078483,117.4968555,2.355,12.0,1.163,5,1.163,9.3,11/11/2020 8:06,0.2,43Y23 RR,266.33,1
6503715.06,547133.156,-31.60070042,117.4968554,2.417,12.0,0.994,5,0.994,9.2,11/11/2020 8:06,0.2,43Y23 RR,266.49,1
6503724.79,547133.1831,-31.60061264,117.4968552,2.458,12.0,1.004,5,1.004,9.2,11/11/2020 8:06,0.1,43Y23 RR,266.6,1
6503734.723,547133.2624,-31.60052302,117.4968555,2.567,12.0,0.685,5,0.685,9.2,11/11/2020 8:06,0.1,43Y23 RR,266.65,1
6503744.741,547133.2567,-31.60043264,117.496855,2.41,12.0,1.068,5,1.068,9.2,11/11/2020 8:06,359.9,43Y23 RR,266.96,1
6503754.504,547133.3011,-31.60034455,117.496855,2.549,12.0,1.03,5,1.03,9.2,11/11/2020 8:06,0.1,43Y23 RR,267.13,1
6503764.489,547133.3303,-31.60025447,117.4968548,2.436,12.0,1.121,5,1.121,9.3,11/11/2020 8:06,359.7,43Y23 RR,267.23,1
6503774.522,547133.4091,-31.60016394,117.4968552,2.489,12.0,1.173,5,1.173,9.3,11/11/2020 8:06,0.0,43Y23 RR,267.32,1
6503784.133,547133.4699,-31.60007723,117.4968554,2.3,12.0,1.222,5,1.222,9.3,11/11/2020 8:06,0.4,43Y23 RR,267.37,1
6503793.507,547133.4954,-31.59999266,117.4968552,2.403,12.0,1.246,5,1.246,9.2,11/11/2020 8:06,0.2,43Y23 RR,267.39,1
6503803.168,547133.5564,-31.59990549,117.4968554,2.421,12.0,1.084,5,1.084,9.2,11/11/2020 8:06,0.1,43Y23 RR,267.48,1
6503812.829,547133.5832,-31.59981833,117.4968552,2.426,12.0,1.216,5,1.216,9.2,11/11/2020 8:06,360.0,43Y23 RR,267.51,1
6503822.711,547133.6452,-31.59972917,117.4968554,2.496,12.0,1.157,5,1.157,9.2,11/11/2020 8:06,0.1,43Y23 RR,267.57,1
6503832.746,547133.6737,-31.59963863,117.4968552,2.523,12.0,1.282,5,1.282,9.1,11/11/2020 8:06,0.1,43Y23 RR,267.61,1
6503842.544,547133.7182,-31.59955023,117.4968552,2.314,12.0,1.215,5,1.215,9.1,11/11/2020 8:06,360.0,43Y23 RR,267.7,1
6503851.849,547133.7605,-31.59946628,117.4968552,2.297,12.0,1.393,5,1.393,9.1,11/11/2020 8:07,0.1,43Y23 RR,267.72,1
6503860.899,547133.7846,-31.59938463,117.496855,2.26,12.0,1.207,5,1.207,9.1,11/11/2020 8:07,0.0,43Y23 RR,267.76,1
6503869.899,547133.8596,-31.59930343,117.4968554,2.301,12.0,1.321,5,1.321,9.1,11/11/2020 8:07,0.1,43Y23 RR,267.81,1
6503878.779,547133.8829,-31.59922331,117.4968552,2.226,12.0,1.116,5,1.116,9.1,11/11/2020 8:07,359.8,43Y23 RR,267.82,1
6503887.37,547133.9219,-31.5991458,117.4968552,2.23,12.0,0.785,5,0.785,9.1,11/11/2020 8:07,359.9,43Y23 RR,267.72,1
6503895.997,547133.9782,-31.59906797,117.4968554,2.176,12.0,1.019,5,1.019,9.1,11/11/2020 8:07,359.7,43Y23 RR,267.68,1
6503904.453,547133.9825,-31.59899168,117.496855,2.136,12.0,1.038,5,1.038,9.1,11/11/2020 8:07,359.6,43Y23 RR,267.83,1
6503913.01,547134.0555,-31.59891447,117.4968554,2.155,12.0,1.244,5,1.244,9.1,11/11/2020 8:07,0.1,43Y23 RR,267.85,1
6503921.823,547134.0785,-31.59883496,117.4968552,2.23,12.0,0.899,5,0.899,9.2,11/11/2020 8:07,0.4,43Y23 RR,267.74,1
6503930.703,547134.1017,-31.59875484,117.496855,2.225,12.0,1.268,5,1.268,9.2,11/11/2020 8:07,0.3,43Y23 RR,267.58,1
6503939.483,547134.1587,-31.59867563,117.4968552,2.192,12.0,1.197,5,1.197,9.2,11/11/2020 8:07,0.2,43Y23 RR,267.48,1
6503948.245,547134.1814,-31.59859658,117.496855,2.193,12.0,1.275,5,1.275,9.2,11/11/2020 8:07,359.8,43Y23 RR,267.41,1
6503956.972,547134.2382,-31.59851784,117.4968552,2.194,12.0,1.233,5,1.233,9.1,11/11/2020 8:07,359.9,43Y23 RR,267.32,1
6503965.972,547134.2791,-31.59843664,117.4968552,2.253,12.0,1.345,5,1.345,9.1,11/11/2020 8:07,359.7,43Y23 RR,267.23,1
6503974.936,547134.3369,-31.59835576,117.4968554,2.213,12.0,1.136,5,1.136,9.1,11/11/2020 8:07,0.2,43Y23 RR,267.2,1
6503983.682,547134.3425,-31.59827686,117.496855,2.208,12.0,1.033,5,1.033,9.1,11/11/2020 8:08,359.9,43Y23 RR,267.11,1
6503992.596,547134.4,-31.59819643,117.4968552,2.237,12.0,0.959,5,0.959,9.1,11/11/2020 8:08,0.3,43Y23 RR,267.02,1
6504001.46,547134.4574,-31.59811646,117.4968554,2.221,12.0,0.854,5,0.854,9.1,11/11/2020 8:08,0.4,43Y23 RR,267.05,1
6504010.34,547134.4977,-31.59803634,117.4968554,2.228,12.0,1.159,5,1.159,9.1,11/11/2020 8:08,0.3,43Y23 RR,267.08,1
6504019.136,547134.5377,-31.59795698,117.4968554,2.18,12.0,1.008,5,1.008,9.1,11/11/2020 8:08,0.5,43Y23 RR,267.14,1
6504027.965,547134.5607,-31.59787732,117.4968552,2.218,12.0,1.3,5,1.3,9.1,11/11/2020 8:08,0.2,43Y23 RR,267.13,1
6504036.829,547134.601,-31.59779735,117.4968552,2.22,12.0,1.164,5,1.164,9.2,11/11/2020 8:08,359.6,43Y23 RR,267.16,1
6504045.727,547134.6414,-31.59771707,117.4968552,2.241,12.0,1.302,5,1.302,9.2,11/11/2020 8:08,359.6,43Y23 RR,267.14,1
6504054.642,547134.682,-31.59763664,117.4968552,2.236,12.0,1.261,5,1.261,9.1,11/11/2020 8:08,0.3,43Y23 RR,267.18,1
6504063.692,547134.7231,-31.59755499,117.4968552,2.295,12.0,1.265,5,1.265,9.1,11/11/2020 8:08,359.9,43Y23 RR,267.13,1
6504072.827,547134.7817,-31.59747257,117.4968554,2.293,12.0,1.163,5,1.163,9.0,11/11/2020 8:08,0.4,43Y23 RR,267.11,1
6504081.996,547134.8575,-31.59738984,117.4968557,2.297,12.0,0.759,5,0.759,9.0,11/11/2020 8:08,0.8,43Y23 RR,267.01,1
6504091.166,547134.8991,-31.59730711,117.4968557,2.307,12.0,0.69,5,0.69,9.0,11/11/2020 8:08,1.0,43Y23 RR,266.78,1
6504100.285,547134.8723,-31.59722484,117.496855,2.284,12.0,0.911,5,0.911,9.1,11/11/2020 8:08,359.2,43Y23 RR,266.66,1
6504109.437,547134.8806,-31.59714227,117.4968546,2.292,12.0,1.086,5,1.086,9.1,11/11/2020 8:08,359.3,43Y23 RR,266.56,1
6504118.573,547134.9554,-31.59705984,117.496855,2.293,12.0,0.976,5,0.976,9.1,11/11/2020 8:09,359.9,43Y23 RR,266.58,1
6504127.725,547135.014,-31.59697727,117.4968552,2.292,12.0,1.029,5,1.029,9.1,11/11/2020 8:09,0.1,43Y23 RR,266.57,1
6504136.809,547135.0724,-31.59689531,117.4968554,2.281,12.0,0.893,5,0.893,9.2,11/11/2020 8:09,0.2,43Y23 RR,266.65,1
6504145.927,547135.1138,-31.59681304,117.4968554,2.285,12.0,1.116,5,1.116,9.2,11/11/2020 8:09,0.4,43Y23 RR,266.75,1
6504154.995,547135.1721,-31.59673123,117.4968555,2.268,12.0,1.062,5,1.062,9.1,11/11/2020 8:09,0.7,43Y23 RR,266.95,1
6504164.097,547135.1793,-31.59664911,117.4968552,2.284,12.0,1.071,5,1.071,9.2,11/11/2020 8:09,0.3,43Y23 RR,267.11,1
6504173.232,547135.2379,-31.59656669,117.4968554,2.314,12.0,0.971,5,0.971,9.2,11/11/2020 8:09,0.5,43Y23 RR,267.09,1
6504182.351,547135.2451,-31.59648442,117.496855,2.285,12.0,0.935,5,0.935,9.2,11/11/2020 8:09,359.9,43Y23 RR,267.18,1
6504191.503,547135.3038,-31.59640185,117.4968552,2.315,12.0,0.916,5,0.916,9.2,11/11/2020 8:09,0.1,43Y23 RR,267.27,1
6504201.708,547135.3502,-31.59630977,117.4968552,2.662,12.0,0.755,5,0.755,9.2,11/11/2020 8:09,359.8,43Y23 RR,267.4,1
6504212.474,547135.4162,-31.59621264,117.4968554,2.743,12.0,0.705,5,0.705,9.2,11/11/2020 8:09,0.2,43Y23 RR,267.45,1
6504223.46,547135.4319,-31.59611352,117.496855,2.77,12.0,0.678,5,0.678,9.2,11/11/2020 8:09,0.0,43Y23 RR,267.52,1
6504234.514,547135.5334,-31.59601379,117.4968555,2.774,12.0,0.598,5,0.598,9.2,11/11/2020 8:09,0.2,43Y23 RR,267.6,1
6504245.62,547135.5326,-31.59591359,117.496855,2.835,12.0,0.643,5,0.643,9.2,11/11/2020 8:09,359.8,43Y23 RR,267.57,1
6504256.98,547135.6184,-31.5958111,117.4968554,2.85,12.0,0.745,5,0.745,9.2,11/11/2020 8:09,0.0,43Y23 RR,267.47,1
6504268.051,547135.6857,-31.59571121,117.4968555,2.754,12.0,0.724,5,0.724,9.2,11/11/2020 8:10,0.3,43Y23 RR,267.42,1
6504278.511,547135.6991,-31.59561684,117.4968552,2.599,12.0,0.804,5,0.804,9.2,11/11/2020 8:10,359.9,43Y23 RR,267.41,1
6504289.056,547135.73,-31.5955217,117.496855,2.673,12.0,0.657,5,0.657,9.1,11/11/2020 8:10,0.0,43Y23 RR,267.47,1
6504299.703,547135.7954,-31.59542564,117.4968552,2.674,12.0,0.754,5,0.754,9.1,11/11/2020 8:10,0.1,43Y23 RR,267.54,1
6504310.791,547135.897,-31.5953256,117.4968557,2.817,12.0,0.689,5,0.689,9.1,11/11/2020 8:10,0.4,43Y23 RR,267.6,1
6504321.981,547135.9137,-31.59522464,117.4968554,2.809,12.0,0.711,5,0.711,9.1,11/11/2020 8:10,360.0,43Y23 RR,267.7,1
6504333.172,547135.9143,-31.59512368,117.4968548,2.81,12.0,0.757,5,0.757,9.1,11/11/2020 8:10,359.8,43Y23 RR,267.73,1
6504344.872,547135.9835,-31.59501812,117.496855,2.954,12.0,0.715,5,0.715,9.1,11/11/2020 8:10,0.1,43Y23 RR,267.84,1
6504356.707,547136.0373,-31.59491134,117.496855,2.975,12.0,0.837,5,0.837,9.1,11/11/2020 8:10,359.7,43Y23 RR,267.86,1
6504368.559,547136.1424,-31.5948044,117.4968555,2.97,12.0,0.78,5,0.78,9.1,11/11/2020 8:10,0.0,43Y23 RR,267.85,1
6504380.411,547136.1621,-31.59469747,117.4968552,2.968,12.0,0.844,5,0.844,9.1,11/11/2020 8:10,360.0,43Y23 RR,267.74,1
6504392.009,547136.2148,-31.59459283,117.4968552,2.826,12.0,0.714,5,0.714,9.2,11/11/2020 8:10,359.9,43Y23 RR,267.71,1
6504402.911,547136.2643,-31.59449447,117.4968552,2.823,12.0,0.709,5,0.709,9.2,11/11/2020 8:10,0.1,43Y23 RR,267.75,1
6504414.254,547136.3158,-31.59439213,117.4968552,2.842,12.0,0.582,5,0.582,9.2,11/11/2020 8:10,0.1,43Y23 RR,267.7,1
6504425.563,547136.3502,-31.5942901,117.496855,2.838,12.0,0.86,5,0.86,9.1,11/11/2020 8:10,360.0,43Y23 RR,267.62,1
6504436.89,547136.4187,-31.59418791,117.4968552,2.843,12.0,0.747,5,0.747,9.1,11/11/2020 8:11,0.1,43Y23 RR,267.56,1
6504448.182,547136.4529,-31.59408603,117.496855,2.83,12.0,0.866,5,0.866,9.2,11/11/2020 8:11,0.1,43Y23 RR,267.5,1
6504459.491,547136.5897,-31.59398399,117.4968559,2.83,12.0,1.023,5,1.023,9.2,11/11/2020 8:11,0.1,43Y23 RR,267.44,1
6504470.733,547136.6066,-31.59388257,117.4968555,2.813,12.0,0.925,5,0.925,9.2,11/11/2020 8:11,359.8,43Y23 RR,267.39,1
6504481.974,547136.6235,-31.59378115,117.4968552,2.824,12.0,0.972,5,0.972,9.2,11/11/2020 8:11,0.1,43Y23 RR,267.28,1
6504493.164,547136.6914,-31.59368019,117.4968554,2.779,12.0,0.927,5,0.927,9.2,11/11/2020 8:11,0.1,43Y23 RR,267.18,1
6504504.236,547136.6914,-31.5935803,117.4968548,2.693,12.0,1.012,5,1.012,9.1,11/11/2020 8:11,359.6,43Y23 RR,267.03,1
6504515.358,547136.8264,-31.59347995,117.4968557,2.801,12.0,0.719,5,0.719,9.0,11/11/2020 8:11,0.3,43Y23 RR,266.86,1
6504526.633,547136.8264,-31.59337822,117.4968552,2.798,12.0,1.012,5,1.012,9.0,11/11/2020 8:11,359.8,43Y23 RR,266.61,1
6504537.332,547136.875,-31.5932817,117.4968552,2.55,12.0,1.098,5,1.098,9.0,11/11/2020 8:11,0.1,43Y23 RR,266.39,1
6504547.486,547136.9211,-31.59319008,117.4968552,2.599,12.0,1.277,5,1.277,9.1,11/11/2020 8:11,359.9,43Y23 RR,266.24,1
6504557.845,547136.9682,-31.59309662,117.4968552,2.498,12.0,1.091,5,1.091,9.1,11/11/2020 8:11,0.1,43Y23 RR,266.08,1
6504567.915,547137.031,-31.59300577,117.4968554,2.551,12.0,1.193,5,1.193,9.1,11/11/2020 8:11,0.0,43Y23 RR,265.91,1
6504578.001,547137.0939,-31.59291477,117.4968555,2.53,12.0,1.209,5,1.209,9.0,11/11/2020 8:11,0.4,43Y23 RR,265.88,1
6504588.105,547137.1057,-31.59282361,117.4968552,2.537,12.0,1.286,5,1.286,9.0,11/11/2020 8:11,0.3,43Y23 RR,265.78,1
6504597.054,547137.1463,-31.59274287,117.4968552,2.126,12.0,1.529,5,1.529,9.0,11/11/2020 8:12,0.0,43Y23 RR,265.71,1
6504606.019,547137.2041,-31.59266198,117.4968554,2.257,12.0,1.151,5,1.151,8.9,11/11/2020 8:12,0.3,43Y23 RR,265.55,1
6504615.054,547137.211,-31.59258047,117.496855,2.269,12.0,1.38,5,1.38,8.9,11/11/2020 8:12,0.0,43Y23 RR,265.39,1
6504624.139,547137.2694,-31.5924985,117.4968552,2.322,12.0,1.03,5,1.03,8.9,11/11/2020 8:12,0.2,43Y23 RR,265.26,1
6504633.768,547137.3131,-31.59241163,117.4968552,2.412,12.0,1.055,5,1.055,8.9,11/11/2020 8:12,359.7,43Y23 RR,265.1,1
6504643.65,547137.3751,-31.59232247,117.4968554,2.516,12.0,0.797,5,0.797,8.9,11/11/2020 8:12,0.1,43Y23 RR,264.89,1
6504654.229,547137.4402,-31.59222702,117.4968555,2.669,12.0,0.93,5,0.93,8.9,11/11/2020 8:12,0.1,43Y23 RR,264.71,1
6504664.86,547137.4373,-31.59213111,117.496855,2.659,12.0,0.993,5,0.993,9.0,11/11/2020 8:12,359.6,43Y23 RR,264.61,1
6504675.643,547137.5034,-31.59203382,117.4968552,2.71,12.0,0.993,5,0.993,9.0,11/11/2020 8:12,360.0,43Y23 RR,264.44,1
6504686.46,547137.5696,-31.59193623,117.4968554,2.725,12.0,0.909,5,0.909,9.1,11/11/2020 8:12,0.1,43Y23 RR,264.2,1
6504697.243,547137.5844,-31.59183894,117.496855,2.67,12.0,0.834,5,0.834,9.0,11/11/2020 8:12,359.9,43Y23 RR,263.93,1
6504707.602,547137.6486,-31.59174548,117.4968552,2.584,12.0,0.735,5,0.735,9.1,11/11/2020 8:12,359.8,43Y23 RR,263.71,1
6504718.198,547137.7479,-31.59164988,117.4968557,2.666,12.0,0.589,5,0.589,9.1,11/11/2020 8:12,0.6,43Y23 RR,263.32,1
6504728.455,547137.7262,-31.59155734,117.496855,2.627,12.0,0.588,5,0.588,9.0,11/11/2020 8:12,359.8,43Y23 RR,263.11,1
6504737.59,547137.7345,-31.59147492,117.4968546,2.07,12.0,0.562,5,0.562,9.0,11/11/2020 8:12,359.2,43Y23 RR,262.97,1
6504743.104,547131.4798,-31.59142543,117.4967885,2.451,12.0,0.612,5,0.612,9.0,11/11/2020 8:13,304.6,43Y23 RR,262.98,1
6504743.551,547122.9658,-31.59142175,117.4966987,2.163,12.0,0.546,5,0.546,9.0,11/11/2020 8:13,273.4,43Y23 RR,263.24,1
6504743.597,547112.8636,-31.59142175,117.4965922,2.789,12.0,0.447,5,0.447,9.0,11/11/2020 8:13,271.4,43Y23 RR,263.4,1
6504743.446,547101.0548,-31.59142359,117.4964678,3.135,12.0,0.345,5,0.345,9.0,11/11/2020 8:13,269.1,43Y23 RR,263.62,1
6504743.489,547087.7952,-31.59142375,117.496328,3.448,12.0,0.444,5,0.444,9.0,11/11/2020 8:13,270.1,43Y23 RR,263.85,1
6504743.211,547074.1765,-31.59142681,117.4961845,3.382,12.0,0.548,5,0.548,9.0,11/11/2020 8:13,268.9,43Y23 RR,264.07,1
6504744.121,547060.9218,-31.59141915,117.4960447,3.239,12.0,0.556,5,0.556,9.0,11/11/2020 8:13,271.7,43Y23 RR,264.26,1
6504743.84,547047.951,-31.59142221,117.495908,3.274,12.0,0.592,5,0.592,9.0,11/11/2020 8:13,268.9,43Y23 RR,264.51,1
6504743.918,547034.5559,-31.59142206,117.4957668,3.327,12.0,0.574,5,0.574,9.1,11/11/2020 8:13,269.5,43Y23 RR,264.73,1
6504744.402,547021.3154,-31.59141823,117.4956272,3.282,12.0,0.43,5,0.43,9.1,11/11/2020 8:13,272.7,43Y23 RR,264.89,1
6504744.447,547007.8689,-31.59141838,117.4954855,3.4,12.0,0.48,5,0.48,9.1,11/11/2020 8:13,269.7,43Y23 RR,265.06,1
