Latitude,Longitude,DryYield,Crop,Time,Heading,Variety,Elevation,sample_id
-31.59243079,117.4929331,0.775,5,11/12/2020 5:48,180.2,43Y23 RR,269.37,bf66_sample_2
-31.59460815,117.4929874,0.863,5,11/12/2020 5:50,160.7,43Y23 RR,275.37,bf66_sample_2
-31.59643341,117.4931874,0.574,5,11/12/2020 5:51,180.4,43Y23 RR,279.76,bf66_sample_2
-31.5984967,117.4931883,0.654,5,11/12/2020 5:53,179.9,43Y23 RR,276.79,bf66_sample_2
-31.60065217,117.4931883,0.699,5,11/12/2020 5:54,180.3,43Y23 RR,268.87,bf66_sample_2
-31.60285538,117.4931885,0.64,5,11/12/2020 5:55,179.6,43Y23 RR,265.91,bf66_sample_2
-31.60321369,117.4911787,0.168,5,11/12/2020 5:57,270.0,43Y23 RR,270.24,bf66_sample_2
-31.60291068,117.4887314,0.136,5,11/12/2020 5:58,309.7,43Y23 RR,273.26,bf66_sample_2
-31.60149596,117.4870101,0.203,5,11/12/2020 6:00,5.0,43Y23 RR,270.81,bf66_sample_2
-31.59978462,117.486481,0.23,5,11/12/2020 6:01,34.6,43Y23 RR,266.97,bf66_sample_2
-31.59905066,117.4851867,0.417,5,11/12/2020 6:02,246.7,43Y23 RR,265.59,bf66_sample_2
-31.60016991,117.482995,0.392,5,11/12/2020 6:03,230.0,43Y23 RR,264.78,bf66_sample_2
-31.60118972,117.4805033,0.417,5,11/12/2020 6:05,242.9,43Y23 RR,262.9,bf66_sample_2
-31.6005362,117.4790668,0.493,5,11/12/2020 6:06,345.5,43Y23 RR,264.72,bf66_sample_2
-31.59872282,117.4786819,0.298,5,11/12/2020 6:08,260.5,43Y23 RR,272.06,bf66_sample_2
-31.59883496,117.4791792,0.688,5,11/12/2020 6:10,76.7,43Y23 RR,271.87,bf66_sample_2
-31.60035099,117.4796587,1.075,5,11/12/2020 6:11,180.0,43Y23 RR,265.91,bf66_sample_2
-31.60106211,117.4795319,1.143,5,11/12/2020 6:13,359.7,43Y23 RR,262.55,bf66_sample_2
-31.59918701,117.4795319,0.926,5,11/12/2020 6:14,359.6,43Y23 RR,270.73,bf66_sample_2
-31.60054907,117.4797851,0.841,5,11/12/2020 6:15,179.9,43Y23 RR,264.93,bf66_sample_2
-31.60023578,117.4799112,0.636,5,11/12/2020 6:17,359.8,43Y23 RR,266.26,bf66_sample_2
-31.59917843,117.4800379,0.704,5,11/12/2020 6:18,180.0,43Y23 RR,271.11,bf66_sample_2
-31.60131596,117.4801094,0.195,5,11/12/2020 6:20,358.4,43Y23 RR,262.23,bf66_sample_2
-31.59923679,117.4801643,0.821,5,11/12/2020 6:21,360.0,43Y23 RR,270.93,bf66_sample_2
-31.59899995,117.4802909,1.074,5,11/12/2020 6:23,180.0,43Y23 RR,271.92,bf66_sample_2
-31.6011885,117.4802906,0.256,5,11/12/2020 6:24,180.2,43Y23 RR,262.89,bf66_sample_2
-31.59949999,117.4806701,0.744,5,11/12/2020 6:26,359.8,43Y23 RR,269.32,bf66_sample_2
-31.60226835,117.4940736,0.605,5,11/12/2020 5:31,180.7,43Y23 RR,263.77,bf66_sample_2
-31.6044268,117.4940739,0.376,5,11/12/2020 5:32,179.9,43Y23 RR,268.64,bf66_sample_2
-31.60659438,117.4940734,0.484,5,11/12/2020 5:34,180.0,43Y23 RR,270.59,bf66_sample_2
-31.60845234,117.4937072,0.589,5,11/12/2020 5:35,359.6,43Y23 RR,271.43,bf66_sample_2
-31.60642726,117.4936941,0.411,5,11/12/2020 5:37,359.8,43Y23 RR,270.45,bf66_sample_2
-31.60447168,117.4936937,0.491,5,11/12/2020 5:38,359.8,43Y23 RR,269.09,bf66_sample_2
-31.6033099,117.4919438,0.087,5,11/12/2020 5:39,270.9,43Y23 RR,268.92,bf66_sample_2
-31.60329779,117.4892037,0.08,5,11/12/2020 5:41,274.8,43Y23 RR,273.29,bf66_sample_2
-31.6018843,117.4871391,0.033,5,11/12/2020 5:42,310.6,43Y23 RR,271.39,bf66_sample_2
-31.60005149,117.486104,0.077,5,11/12/2020 5:43,30.1,43Y23 RR,267.17,bf66_sample_2
-31.59918088,117.4854385,0.223,5,11/12/2020 5:45,248.4,43Y23 RR,265.49,bf66_sample_2
-31.60035313,117.48312,0.073,5,11/12/2020 5:46,228.6,43Y23 RR,263.78,bf66_sample_2
-31.6006105,117.482297,0.153,5,11/12/2020 5:48,74.5,43Y23 RR,263.55,bf66_sample_2
-31.59948313,117.4843521,0.212,5,11/12/2020 5:49,59.7,43Y23 RR,264.63,bf66_sample_2
-31.59848506,117.4862345,0.337,5,11/12/2020 5:50,0.5,43Y23 RR,267.58,bf66_sample_2
-31.59621709,117.4862336,0.372,5,11/12/2020 5:51,359.9,43Y23 RR,271.4,bf66_sample_2
-31.59402459,117.4862335,0.261,5,11/12/2020 5:53,359.6,43Y23 RR,270.31,bf66_sample_2
-31.59183634,117.4860962,0.031,5,11/12/2020 5:54,201.3,43Y23 RR,265.56,bf66_sample_2
-31.59396775,117.4861072,0.353,5,11/12/2020 5:56,180.4,43Y23 RR,269.88,bf66_sample_2
-31.59613528,117.4861076,0.355,5,11/12/2020 5:57,180.1,43Y23 RR,271.35,bf66_sample_2
-31.59839896,117.4861076,0.381,5,11/12/2020 5:58,180.3,43Y23 RR,267.75,bf66_sample_2
-31.60034808,117.4789074,0.199,5,11/12/2020 6:02,353.0,43Y23 RR,265.43,bf66_sample_2
-31.59873339,117.4791688,0.363,5,11/12/2020 6:03,76.5,43Y23 RR,272.04,bf66_sample_2
-31.59722806,117.4802983,0.487,5,11/12/2020 6:04,10.6,43Y23 RR,275.12,bf66_sample_2
-31.59515386,117.4809629,0.538,5,11/12/2020 6:06,46.7,43Y23 RR,276.9,bf66_sample_2
-31.59572332,117.4807213,0.752,5,11/12/2020 6:07,190.5,43Y23 RR,276.13,bf66_sample_2
-31.59770619,117.4803321,0.679,5,11/12/2020 6:08,190.4,43Y23 RR,275.01,bf66_sample_2
-31.59891186,117.4796974,0.418,5,11/12/2020 6:10,129.6,43Y23 RR,271.89,bf66_sample_2
-31.60024498,117.4791241,0.369,5,11/12/2020 6:12,169.9,43Y23 RR,266.01,bf66_sample_2
-31.59905158,117.4792801,0.6,5,11/12/2020 6:13,179.2,43Y23 RR,271.22,bf66_sample_2
-31.60093144,117.4792206,0.316,5,11/12/2020 6:15,228.1,43Y23 RR,262.98,bf66_sample_2
-31.60096575,117.4794173,0.732,5,11/12/2020 6:17,359.6,43Y23 RR,262.77,bf66_sample_2
-31.59917352,117.4794055,0.698,5,11/12/2020 6:18,359.8,43Y23 RR,270.54,bf66_sample_2
-31.59844584,117.4804172,0.982,5,11/12/2020 6:21,179.8,43Y23 RR,273.47,bf66_sample_2
-31.60034777,117.4804172,0.737,5,11/12/2020 6:22,179.9,43Y23 RR,266.01,bf66_sample_2
-31.60025233,117.4805438,0.65,5,11/12/2020 6:23,0.1,43Y23 RR,266.19,bf66_sample_2
-31.59825924,117.4805436,0.743,5,11/12/2020 6:25,359.9,43Y23 RR,273.73,bf66_sample_2
-31.59625263,117.4807447,0.807,5,11/12/2020 6:26,9.5,43Y23 RR,275.86,bf66_sample_2
-31.59645823,117.480923,0.827,5,11/12/2020 6:27,180.1,43Y23 RR,276.01,bf66_sample_2
-31.5983052,117.480923,1.071,5,11/12/2020 6:29,179.9,43Y23 RR,273.34,bf66_sample_2
-31.60003923,117.480923,0.853,5,11/12/2020 6:30,180.0,43Y23 RR,266.97,bf66_sample_2
-31.60022046,117.4810494,0.902,5,11/12/2020 6:31,0.2,43Y23 RR,266.1,bf66_sample_2
-31.59904806,117.4806704,0.766,5,11/12/2020 6:26,0.1,43Y23 RR,271.34,bf66_sample_2
-31.59688014,117.4806699,0.461,5,11/12/2020 6:28,359.8,43Y23 RR,275.75,bf66_sample_2
-31.59755652,117.4807965,0.864,5,11/12/2020 6:30,180.0,43Y23 RR,275.54,bf66_sample_2
-31.59967723,117.4807967,1.126,5,11/12/2020 6:31,179.7,43Y23 RR,268.78,bf66_sample_2
-31.60025156,117.4811762,1.37,5,11/12/2020 6:33,0.4,43Y23 RR,266.02,bf66_sample_2
-31.59859857,117.4811759,1.092,5,11/12/2020 6:34,359.8,43Y23 RR,272.41,bf66_sample_2
-31.59696088,117.4811762,1.301,5,11/12/2020 6:35,0.3,43Y23 RR,276.16,bf66_sample_2
-31.59512766,117.4813489,0.472,5,11/12/2020 6:37,46.9,43Y23 RR,277.37,bf66_sample_2
-31.59692196,117.4813023,0.915,5,11/12/2020 6:38,179.9,43Y23 RR,276.13,bf66_sample_2
-31.59886667,117.4813027,1.014,5,11/12/2020 6:39,179.8,43Y23 RR,271.4,bf66_sample_2
-31.60074761,117.4813019,0.482,5,11/12/2020 6:41,180.6,43Y23 RR,264.01,bf66_sample_2
-31.59888153,117.4819345,0.856,5,11/12/2020 6:42,0.0,43Y23 RR,270.69,bf66_sample_2
-31.59686972,117.4819345,0.862,5,11/12/2020 6:44,0.0,43Y23 RR,274.87,bf66_sample_2
-31.59494796,117.4819343,1.102,5,11/12/2020 6:45,359.9,43Y23 RR,276.9,bf66_sample_2
-31.59302201,117.4819345,1.221,5,11/12/2020 6:46,0.2,43Y23 RR,276.48,bf66_sample_2
-31.59350844,117.4821878,1.342,5,11/12/2020 6:48,179.8,43Y23 RR,276.25,bf66_sample_2
-31.59531534,117.4821872,1.362,5,11/12/2020 6:49,180.3,43Y23 RR,275.63,bf66_sample_2
-31.59707363,117.4821876,0.777,5,11/12/2020 6:51,179.8,43Y23 RR,274.32,bf66_sample_2
-31.59910413,117.4821874,0.852,5,11/12/2020 6:52,180.0,43Y23 RR,269.77,bf66_sample_2
-31.59978462,117.482314,0.651,5,11/12/2020 6:53,0.1,43Y23 RR,266.97,bf66_sample_2
-31.59770757,117.4823142,0.924,5,11/12/2020 6:55,0.7,43Y23 RR,272.66,bf66_sample_2
-31.59574645,117.482314,1.087,5,11/12/2020 6:56,0.1,43Y23 RR,274.62,bf66_sample_2
-31.5938386,117.482314,1.253,5,11/12/2020 6:57,0.2,43Y23 RR,276.09,bf66_sample_2
-31.59260575,117.4826936,0.889,5,11/12/2020 6:59,179.8,43Y23 RR,273.62,bf66_sample_2
-31.59454334,117.4826936,1.028,5,11/12/2020 7:00,180.0,43Y23 RR,275.18,bf66_sample_2
-31.59643433,117.4826934,0.905,5,11/12/2020 7:02,179.9,43Y23 RR,273.45,bf66_sample_2
-31.59840984,117.4826934,0.825,5,11/12/2020 7:03,179.6,43Y23 RR,270.5,bf66_sample_2
-31.60021051,117.4828009,0.515,5,11/12/2020 7:05,359.5,43Y23 RR,264.71,bf66_sample_2
-31.59848965,117.4828196,0.544,5,11/12/2020 7:07,359.9,43Y23 RR,269.81,bf66_sample_2
-31.59778141,117.4810494,1.015,5,11/12/2020 6:34,359.9,43Y23 RR,274.58,bf66_sample_2
-31.59609024,117.4810494,0.907,5,11/12/2020 6:35,0.2,43Y23 RR,276.19,bf66_sample_2
-31.59588157,117.4814287,0.828,5,11/12/2020 6:37,180.1,43Y23 RR,276.04,bf66_sample_2
-31.59779229,117.4814286,0.873,5,11/12/2020 6:38,180.3,43Y23 RR,274.26,bf66_sample_2
-31.59960293,117.4814289,0.94,5,11/12/2020 6:39,179.8,43Y23 RR,268.45,bf66_sample_2
-31.60011078,117.4818083,0.583,5,11/12/2020 6:41,360.0,43Y23 RR,266.05,bf66_sample_2
-31.59829034,117.4818079,0.614,5,11/12/2020 6:42,0.0,43Y23 RR,272.54,bf66_sample_2
-31.59628465,117.4818081,0.923,5,11/12/2020 6:43,360.0,43Y23 RR,274.89,bf66_sample_2
-31.59449325,117.4818083,0.963,5,11/12/2020 6:45,0.3,43Y23 RR,277.29,bf66_sample_2
-31.59267178,117.4818081,0.825,5,11/12/2020 6:46,0.5,43Y23 RR,276.62,bf66_sample_2
-31.59236598,117.4820601,0.317,5,11/12/2020 6:48,182.5,43Y23 RR,275.71,bf66_sample_2
-31.59422008,117.482061,0.981,5,11/12/2020 6:50,180.0,43Y23 RR,276.78,bf66_sample_2
-31.59606404,117.482061,0.97,5,11/12/2020 6:51,180.0,43Y23 RR,274.69,bf66_sample_2
-31.59798777,117.482061,0.831,5,11/12/2020 6:52,180.0,43Y23 RR,272.52,bf66_sample_2
-31.60005256,117.4820606,0.63,5,11/12/2020 6:53,180.2,43Y23 RR,266.28,bf66_sample_2
-31.59917705,117.4824408,0.599,5,11/12/2020 6:55,0.3,43Y23 RR,268.71,bf66_sample_2
-31.59722331,117.4824403,0.64,5,11/12/2020 6:56,360.0,43Y23 RR,273.17,bf66_sample_2
-31.59547084,117.4824405,0.94,5,11/12/2020 6:58,0.1,43Y23 RR,274.59,bf66_sample_2
-31.59372247,117.4824403,0.895,5,11/12/2020 6:59,0.3,43Y23 RR,275.41,bf66_sample_2
-31.59253114,117.4825664,0.677,5,11/12/2020 7:00,180.3,43Y23 RR,273.86,bf66_sample_2
-31.5943117,117.4825666,0.885,5,11/12/2020 7:02,180.0,43Y23 RR,275.39,bf66_sample_2
-31.59603769,117.4825669,0.979,5,11/12/2020 7:03,179.9,43Y23 RR,273.86,bf66_sample_2
-31.59784622,117.4825666,0.705,5,11/12/2020 7:04,180.2,43Y23 RR,271.65,bf66_sample_2
-31.59979611,117.4825671,0.726,5,11/12/2020 7:06,179.7,43Y23 RR,266.44,bf66_sample_2
-31.59914396,117.4829461,0.52,5,11/12/2020 7:07,0.0,43Y23 RR,267.57,bf66_sample_2
-31.5972518,117.4829461,0.707,5,11/12/2020 7:09,359.9,43Y23 RR,271.76,bf66_sample_2
-31.59774511,117.4828198,0.718,5,11/12/2020 7:07,0.1,43Y23 RR,271.55,bf66_sample_2
-31.5958206,117.4828195,1.069,5,11/12/2020 7:09,360.0,43Y23 RR,273.87,bf66_sample_2
-31.59388778,117.4828198,1.154,5,11/12/2020 7:10,360.0,43Y23 RR,274.57,bf66_sample_2
-31.59240658,117.4831983,0.842,5,11/12/2020 7:12,180.3,43Y23 RR,271.64,bf66_sample_2
-31.59428703,117.4831992,0.77,5,11/12/2020 7:13,180.0,43Y23 RR,273.69,bf66_sample_2
-31.59619181,117.4831988,1.1,5,11/12/2020 7:14,180.3,43Y23 RR,272.91,bf66_sample_2
-31.59812381,117.483199,0.624,5,11/12/2020 7:16,179.8,43Y23 RR,270.07,bf66_sample_2
-31.59995636,117.4833984,9.243,5,11/12/2020 7:17,2.0,43Y23 RR,264.82,bf66_sample_2
-31.59787579,117.4833256,0.61,5,11/12/2020 7:18,0.0,43Y23 RR,270.0,bf66_sample_2
-31.5958635,117.4833256,1.052,5,11/12/2020 7:20,0.2,43Y23 RR,272.9,bf66_sample_2
-31.59390034,117.4833256,0.729,5,11/12/2020 7:21,0.1,43Y23 RR,273.01,bf66_sample_2
-31.59190344,117.4834438,0.262,5,11/12/2020 7:22,27.8,43Y23 RR,270.41,bf66_sample_2
-31.59367743,117.4837049,1.024,5,11/12/2020 7:24,179.7,43Y23 RR,271.48,bf66_sample_2
-31.59561041,117.4837049,0.848,5,11/12/2020 7:25,179.9,43Y23 RR,272.41,bf66_sample_2
-31.59765319,117.4837051,0.808,5,11/12/2020 7:26,180.1,43Y23 RR,269.65,bf66_sample_2
-31.59959589,117.4837754,0.206,5,11/12/2020 7:29,1.1,43Y23 RR,264.94,bf66_sample_2
-31.59752818,117.483831,0.519,5,11/12/2020 7:30,359.9,43Y23 RR,269.3,bf66_sample_2
-31.59534077,117.4838316,0.652,5,11/12/2020 7:31,0.1,43Y23 RR,272.28,bf66_sample_2
-31.59314167,117.4838314,1.059,5,11/12/2020 7:32,0.2,43Y23 RR,270.5,bf66_sample_2
-31.59262398,117.4842107,0.876,5,11/12/2020 7:34,180.1,43Y23 RR,268.4,bf66_sample_2
-31.59475339,117.4842107,0.711,5,11/12/2020 7:35,179.9,43Y23 RR,271.17,bf66_sample_2
-31.59694403,117.4842104,0.609,5,11/12/2020 7:37,180.2,43Y23 RR,269.49,bf66_sample_2
-31.59909662,117.4842107,0.499,5,11/12/2020 7:38,180.0,43Y23 RR,265.72,bf66_sample_2
-31.59748957,117.4843375,0.488,5,11/12/2020 7:40,0.3,43Y23 RR,268.16,bf66_sample_2
-31.59530094,117.4843372,0.683,5,11/12/2020 7:41,0.1,43Y23 RR,271.4,bf66_sample_2
-31.59309984,117.4843372,0.837,5,11/12/2020 7:42,0.0,43Y23 RR,268.59,bf66_sample_2
-31.59221584,117.484794,0.584,5,11/12/2020 7:44,356.2,43Y23 RR,266.1,bf66_sample_2
-31.59435613,117.4847165,0.455,5,11/12/2020 7:46,180.1,43Y23 RR,269.5,bf66_sample_2
-31.59651139,117.4847163,0.42,5,11/12/2020 7:47,180.4,43Y23 RR,269.65,bf66_sample_2
-31.59858831,117.4847163,0.525,5,11/12/2020 7:49,180.1,43Y23 RR,266.29,bf66_sample_2
-31.59763695,117.4848429,0.469,5,11/12/2020 7:50,0.7,43Y23 RR,267.67,bf66_sample_2
-31.59544908,117.4848428,0.653,5,11/12/2020 7:51,0.0,43Y23 RR,270.92,bf66_sample_2
-31.59354598,117.4849543,0.49,5,11/12/2020 7:53,180.2,43Y23 RR,267.55,bf66_sample_2
-31.5956674,117.4849696,0.615,5,11/12/2020 7:54,179.7,43Y23 RR,270.89,bf66_sample_2
-31.59781328,117.4849688,0.49,5,11/12/2020 7:56,180.2,43Y23 RR,267.49,bf66_sample_2
-31.59824699,117.485096,0.306,5,11/12/2020 7:57,0.2,43Y23 RR,266.87,bf66_sample_2
-31.59573879,117.4829459,0.845,5,11/12/2020 7:10,359.6,43Y23 RR,273.63,bf66_sample_2
-31.59394753,117.4829463,0.754,5,11/12/2020 7:11,0.2,43Y23 RR,274.01,bf66_sample_2
-31.5921806,117.4831009,0.214,5,11/12/2020 7:12,142.4,43Y23 RR,271.65,bf66_sample_2
-31.59395151,117.4830727,0.743,5,11/12/2020 7:14,179.7,43Y23 RR,273.62,bf66_sample_2
-31.59595603,117.4830722,0.766,5,11/12/2020 7:15,180.3,43Y23 RR,273.22,bf66_sample_2
-31.59790413,117.483072,0.534,5,11/12/2020 7:16,180.6,43Y23 RR,270.66,bf66_sample_2
-31.59995161,117.4830731,0.333,5,11/12/2020 7:18,179.9,43Y23 RR,265.23,bf66_sample_2
-31.59808092,117.4834519,0.548,5,11/12/2020 7:19,360.0,43Y23 RR,269.19,bf66_sample_2
-31.59607614,117.4834517,0.62,5,11/12/2020 7:21,0.0,43Y23 RR,272.18,bf66_sample_2
-31.59402168,117.483452,0.614,5,11/12/2020 7:22,0.0,43Y23 RR,272.64,bf66_sample_2
-31.59206676,117.4834603,0.43,5,11/12/2020 7:23,7.2,43Y23 RR,270.21,bf66_sample_2
-31.59334436,117.4835785,0.919,5,11/12/2020 7:25,179.8,43Y23 RR,271.19,bf66_sample_2
-31.5952251,117.4835788,0.483,5,11/12/2020 7:26,179.7,43Y23 RR,272.61,bf66_sample_2
-31.59712266,117.4835785,0.729,5,11/12/2020 7:27,179.9,43Y23 RR,270.59,bf66_sample_2
-31.59907487,117.4835783,0.459,5,11/12/2020 7:29,180.1,43Y23 RR,266.78,bf66_sample_2
-31.59833661,117.4839578,0.307,5,11/12/2020 7:30,0.4,43Y23 RR,267.49,bf66_sample_2
-31.59630257,117.4839584,0.261,5,11/12/2020 7:31,0.6,43Y23 RR,270.7,bf66_sample_2
-31.59428964,117.4839576,0.542,5,11/12/2020 7:33,0.0,43Y23 RR,271.07,bf66_sample_2
-31.59245683,117.4839578,0.818,5,11/12/2020 7:34,360.0,43Y23 RR,268.97,bf66_sample_2
-31.59290665,117.4840843,0.762,5,11/12/2020 7:35,179.9,43Y23 RR,269.04,bf66_sample_2
-31.59477637,117.4840848,0.452,5,11/12/2020 7:37,179.0,43Y23 RR,271.29,bf66_sample_2
-31.59680967,117.4840839,0.385,5,11/12/2020 7:38,179.6,43Y23 RR,269.7,bf66_sample_2
-31.59889394,117.4840841,0.478,5,11/12/2020 7:39,179.6,43Y23 RR,266.18,bf66_sample_2
-31.59796939,117.4844636,0.338,5,11/12/2020 7:41,0.1,43Y23 RR,266.91,bf66_sample_2
-31.59593213,117.4844638,0.518,5,11/12/2020 7:42,0.4,43Y23 RR,270.64,bf66_sample_2
-31.59387752,117.4844634,0.368,5,11/12/2020 7:44,360.0,43Y23 RR,269.23,bf66_sample_2
-31.59178792,117.4846296,0.0,5,11/12/2020 7:45,131.0,43Y23 RR,265.73,bf66_sample_2
-31.59343552,117.4845899,0.157,5,11/12/2020 7:54,179.9,43Y23 RR,268.21,bf66_sample_2
-31.59530278,117.48459,0.498,5,11/12/2020 7:55,180.5,43Y23 RR,270.94,bf66_sample_2
-31.59728627,117.4845899,0.482,5,11/12/2020 7:57,179.8,43Y23 RR,268.07,bf66_sample_2
-31.5992898,117.4846089,0.0,5,11/12/2020 7:58,155.4,43Y23 RR,264.92,bf66_sample_2
-31.59710182,117.4852223,0.358,5,11/12/2020 8:00,0.0,43Y23 RR,268.76,bf66_sample_2
-31.59505351,117.4852221,0.304,5,11/12/2020 8:01,359.3,43Y23 RR,270.33,bf66_sample_2
-31.59421579,117.4853491,0.25,5,11/12/2020 8:02,179.6,43Y23 RR,268.51,bf66_sample_2
-31.5962344,117.4853485,0.51,5,11/12/2020 8:04,180.2,43Y23 RR,270.42,bf66_sample_2
-31.598499,117.4853489,0.414,5,11/12/2020 8:05,180.2,43Y23 RR,266.64,bf66_sample_2
-31.59734541,117.485728,0.278,5,11/12/2020 8:06,359.9,43Y23 RR,269.21,bf66_sample_2
-31.59509273,117.4857282,0.333,5,11/12/2020 8:08,0.5,43Y23 RR,270.73,bf66_sample_2
-31.59336443,117.4858547,0.229,5,11/12/2020 8:09,188.7,43Y23 RR,268.43,bf66_sample_2
-31.5957679,117.4858545,0.349,5,11/12/2020 8:10,179.7,43Y23 RR,271.18,bf66_sample_2
-31.59819245,117.4858547,0.276,5,11/12/2020 8:12,180.0,43Y23 RR,267.91,bf66_sample_2
-31.59757797,117.4863601,0.34,5,11/12/2020 8:13,359.9,43Y23 RR,269.66,bf66_sample_2
-31.59547543,117.4850958,0.445,5,11/12/2020 7:59,359.9,43Y23 RR,270.91,bf66_sample_2
-31.59385362,117.4854753,0.634,5,11/12/2020 8:01,180.2,43Y23 RR,268.32,bf66_sample_2
-31.59604336,117.4854748,0.343,5,11/12/2020 8:02,180.1,43Y23 RR,270.94,bf66_sample_2
-31.59812887,117.485475,0.538,5,11/12/2020 8:04,180.0,43Y23 RR,267.74,bf66_sample_2
-31.59745801,117.4856016,0.477,5,11/12/2020 8:05,0.3,43Y23 RR,268.96,bf66_sample_2
-31.59526233,117.485602,0.514,5,11/12/2020 8:06,0.2,43Y23 RR,271.0,bf66_sample_2
-31.59224479,117.485884,1.022,5,11/12/2020 8:08,359.5,43Y23 RR,266.65,bf66_sample_2
-31.59369444,117.4859809,0.33,5,11/12/2020 8:10,179.7,43Y23 RR,269.43,bf66_sample_2
-31.59589046,117.4859808,0.555,5,11/12/2020 8:11,180.1,43Y23 RR,271.46,bf66_sample_2
-31.59809685,117.4859811,0.42,5,11/12/2020 8:12,180.1,43Y23 RR,268.47,bf66_sample_2
-31.59729194,117.4864865,0.513,5,11/12/2020 8:14,359.8,43Y23 RR,270.5,bf66_sample_2
-31.59633337,117.4863599,0.426,5,11/12/2020 8:14,359.4,43Y23 RR,271.35,bf66_sample_2
-31.59411315,117.4863603,0.424,5,11/12/2020 8:15,0.2,43Y23 RR,270.63,bf66_sample_2
-31.59183664,117.4863811,0.011,5,11/12/2020 8:17,19.0,43Y23 RR,266.07,bf66_sample_2
-31.59390004,117.4867396,0.568,5,11/12/2020 8:18,179.7,43Y23 RR,270.67,bf66_sample_2
-31.59608993,117.4867389,0.534,5,11/12/2020 8:20,180.6,43Y23 RR,272.2,bf66_sample_2
-31.59831623,117.4867394,0.259,5,11/12/2020 8:21,180.0,43Y23 RR,268.77,bf66_sample_2
-31.60055657,117.4867396,0.065,5,11/12/2020 8:22,179.7,43Y23 RR,268.39,bf66_sample_2
-31.5988993,117.4868659,0.361,5,11/12/2020 8:24,0.0,43Y23 RR,267.52,bf66_sample_2
-31.59661005,117.4868661,0.405,5,11/12/2020 8:25,359.9,43Y23 RR,271.74,bf66_sample_2
-31.59433637,117.4868662,0.425,5,11/12/2020 8:26,0.3,43Y23 RR,271.56,bf66_sample_2
-31.59217278,117.4868661,0.418,5,11/12/2020 8:28,359.9,43Y23 RR,267.77,bf66_sample_2
-31.59327358,117.487245,0.66,5,11/12/2020 8:29,180.3,43Y23 RR,270.42,bf66_sample_2
