Latitude,Longitude,DryYield,Crop,Time,Heading,Variety,Elevation,sample_id
-31.59593106,117.4977405,0.353,5,11/12/2020 2:50,0.3,43Y23 RR,263.96,bf66_sample_1
-31.59386311,117.4977403,0.483,5,11/12/2020 2:51,0.2,43Y23 RR,265.06,bf66_sample_1
-31.59199629,117.4977403,0.922,5,11/12/2020 2:52,359.9,43Y23 RR,262.03,bf66_sample_1
-31.59260835,117.497614,0.765,5,11/12/2020 2:54,179.8,43Y23 RR,263.29,bf66_sample_1
-31.59642483,117.4995105,0.382,5,11/12/2020 2:04,180.1,43Y23 RR,259.95,bf66_sample_1
-31.59859812,117.4995107,0.484,5,11/12/2020 2:05,179.9,43Y23 RR,260.26,bf66_sample_1
-31.60046895,117.4993826,0.406,5,11/12/2020 2:07,359.1,43Y23 RR,259.45,bf66_sample_1
-31.59844829,117.4993844,0.46,5,11/12/2020 2:08,0.2,43Y23 RR,260.51,bf66_sample_1
-31.59627239,117.4993839,0.409,5,11/12/2020 2:09,359.7,43Y23 RR,260.36,bf66_sample_1
-31.59407791,117.4993839,0.534,5,11/12/2020 2:11,0.1,43Y23 RR,260.87,bf66_sample_1
-31.59188138,117.4993839,1.072,5,11/12/2020 2:12,359.9,43Y23 RR,258.44,bf66_sample_1
-31.59330912,117.4990047,0.479,5,11/12/2020 2:14,180.0,43Y23 RR,261.61,bf66_sample_1
-31.5954952,117.4990047,0.664,5,11/12/2020 2:15,180.2,43Y23 RR,261.22,bf66_sample_1
-31.5976875,117.4990051,0.61,5,11/12/2020 2:16,179.9,43Y23 RR,261.04,bf66_sample_1
-31.59988359,117.4990051,0.618,5,11/12/2020 2:18,179.9,43Y23 RR,260.89,bf66_sample_1
-31.6003444,117.4988785,0.721,5,11/12/2020 2:19,0.1,43Y23 RR,261.13,bf66_sample_1
-31.59824178,117.4988781,0.593,5,11/12/2020 2:20,0.1,43Y23 RR,261.69,bf66_sample_1
-31.59617511,117.4988787,0.464,5,11/12/2020 2:22,0.3,43Y23 RR,261.46,bf66_sample_1
-31.5941873,117.4988787,0.543,5,11/12/2020 2:23,0.2,43Y23 RR,262.0,bf66_sample_1
-31.59207504,117.4988783,1.113,5,11/12/2020 2:24,0.1,43Y23 RR,259.89,bf66_sample_1
-31.59320938,117.4984986,0.594,5,11/12/2020 2:26,179.9,43Y23 RR,262.8,bf66_sample_1
-31.59539837,117.4984991,0.363,5,11/12/2020 2:27,179.4,43Y23 RR,262.1,bf66_sample_1
-31.59757352,117.498499,0.751,5,11/12/2020 2:29,180.4,43Y23 RR,262.04,bf66_sample_1
-31.59974357,117.4984991,1.075,5,11/12/2020 2:30,180.1,43Y23 RR,262.48,bf66_sample_1
-31.60149672,117.4983727,0.483,5,11/12/2020 2:36,0.2,43Y23 RR,260.72,bf66_sample_1
-31.59973376,117.4983725,1.025,5,11/12/2020 2:37,0.1,43Y23 RR,262.89,bf66_sample_1
-31.59801167,117.4983727,0.713,5,11/12/2020 2:39,359.8,43Y23 RR,262.68,bf66_sample_1
-31.59594439,117.4983725,0.831,5,11/12/2020 2:40,0.2,43Y23 RR,262.82,bf66_sample_1
-31.59379463,117.4983725,0.556,5,11/12/2020 2:41,359.9,43Y23 RR,263.26,bf66_sample_1
-31.59174043,117.4983727,0.564,5,11/12/2020 2:43,359.9,43Y23 RR,260.24,bf66_sample_1
-31.59322777,117.4979932,0.633,5,11/12/2020 2:44,179.9,43Y23 RR,263.67,bf66_sample_1
-31.59524287,117.497993,0.747,5,11/12/2020 2:46,180.2,43Y23 RR,263.46,bf66_sample_1
-31.59718087,117.4979928,0.487,5,11/12/2020 2:47,180.2,43Y23 RR,263.03,bf66_sample_1
-31.59901297,117.4979932,1.112,5,11/12/2020 2:48,180.0,43Y23 RR,263.72,bf66_sample_1
-31.60084826,117.4979932,0.871,5,11/12/2020 2:50,180.1,43Y23 RR,262.92,bf66_sample_1
-31.60160426,117.4978669,1.117,5,11/12/2020 2:51,0.0,43Y23 RR,262.17,bf66_sample_1
-31.59982813,117.4978669,1.34,5,11/12/2020 2:53,360.0,43Y23 RR,264.33,bf66_sample_1
-31.59810037,117.4978667,1.027,5,11/12/2020 2:54,359.8,43Y23 RR,263.95,bf66_sample_1
-31.59627622,117.4978667,0.531,5,11/12/2020 2:55,0.0,43Y23 RR,263.76,bf66_sample_1
-31.59421304,117.4978666,0.573,5,11/12/2020 2:57,360.0,43Y23 RR,264.73,bf66_sample_1
-31.59228003,117.4978671,0.807,5,11/12/2020 2:58,0.3,43Y23 RR,262.36,bf66_sample_1
-31.59270625,117.4974876,1.131,5,11/12/2020 2:59,179.9,43Y23 RR,263.99,bf66_sample_1
-31.59454043,117.4974881,0.632,5,11/12/2020 3:01,179.3,43Y23 RR,266.15,bf66_sample_1
-31.59388487,117.4976137,0.631,5,11/12/2020 2:55,180.4,43Y23 RR,265.63,bf66_sample_1
-31.59578552,117.4976137,0.338,5,11/12/2020 2:56,180.2,43Y23 RR,264.36,bf66_sample_1
-31.59773637,117.4976138,0.523,5,11/12/2020 2:57,179.8,43Y23 RR,263.98,bf66_sample_1
-31.59939275,117.4976138,0.989,5,11/12/2020 2:59,179.9,43Y23 RR,265.05,bf66_sample_1
-31.60106794,117.4976138,0.923,5,11/12/2020 3:00,180.0,43Y23 RR,263.76,bf66_sample_1
-31.60305407,117.4976085,0.191,5,11/12/2020 3:02,179.9,43Y23 RR,260.27,bf66_sample_1
-31.60415382,117.497738,0.428,5,11/12/2020 3:03,0.1,43Y23 RR,262.17,bf66_sample_1
-31.60339706,117.4979743,0.467,5,11/12/2020 3:05,356.2,43Y23 RR,260.89,bf66_sample_1
-31.60555027,117.4972502,0.776,5,11/12/2020 3:07,337.4,43Y23 RR,264.21,bf66_sample_1
-31.60356159,117.4972342,0.437,5,11/12/2020 3:08,359.9,43Y23 RR,261.69,bf66_sample_1
-31.60169312,117.4972343,0.761,5,11/12/2020 3:09,0.0,43Y23 RR,263.51,bf66_sample_1
-31.5999922,117.4972345,0.912,5,11/12/2020 3:11,0.2,43Y23 RR,266.06,bf66_sample_1
-31.59837491,117.4972347,0.706,5,11/12/2020 3:12,359.9,43Y23 RR,265.96,bf66_sample_1
-31.59662047,117.4972347,0.543,5,11/12/2020 3:13,0.2,43Y23 RR,265.46,bf66_sample_1
-31.59468491,117.4972347,0.411,5,11/12/2020 3:15,0.2,43Y23 RR,266.48,bf66_sample_1
-31.59280139,117.4972347,0.959,5,11/12/2020 3:16,0.0,43Y23 RR,264.68,bf66_sample_1
-31.59188536,117.4966021,0.828,5,11/12/2020 3:18,180.2,43Y23 RR,264.13,bf66_sample_1
-31.59360864,117.4966027,0.653,5,11/12/2020 3:19,179.3,43Y23 RR,267.52,bf66_sample_1
-31.59552446,117.4966025,0.646,5,11/12/2020 3:20,179.2,43Y23 RR,268.6,bf66_sample_1
-31.5969909,117.4963275,0.75,5,11/12/2020 3:21,347.9,43Y23 RR,268.9,bf66_sample_1
-31.59841795,117.4966019,0.912,5,11/12/2020 3:23,180.4,43Y23 RR,268.0,bf66_sample_1
-31.60013682,117.4966023,0.976,5,11/12/2020 3:24,180.0,43Y23 RR,268.02,bf66_sample_1
-31.60183957,117.4966025,0.802,5,11/12/2020 3:25,180.0,43Y23 RR,263.79,bf66_sample_1
-31.60388359,117.4966028,0.452,5,11/12/2020 3:27,179.5,43Y23 RR,263.09,bf66_sample_1
-31.60611905,117.4966023,0.339,5,11/12/2020 3:28,180.2,43Y23 RR,266.78,bf66_sample_1
-31.60831203,117.4966021,0.151,5,11/12/2020 3:30,179.9,43Y23 RR,268.73,bf66_sample_1
-31.6069392,117.4959704,0.476,5,11/12/2020 3:34,0.6,43Y23 RR,269.79,bf66_sample_1
-31.60482432,117.4959704,0.342,5,11/12/2020 3:36,0.7,43Y23 RR,266.08,bf66_sample_1
-31.60275152,117.4959702,0.612,5,11/12/2020 3:37,0.4,43Y23 RR,261.63,bf66_sample_1
-31.60075649,117.4959699,0.837,5,11/12/2020 3:38,359.8,43Y23 RR,268.04,bf66_sample_1
-31.59906292,117.4959701,0.986,5,11/12/2020 3:40,0.5,43Y23 RR,270.61,bf66_sample_1
-31.5974453,117.4959701,0.755,5,11/12/2020 3:41,359.7,43Y23 RR,270.47,bf66_sample_1
-31.59566832,117.4959702,0.553,5,11/12/2020 3:42,0.4,43Y23 RR,271.19,bf66_sample_1
-31.59470007,117.4959706,0.735,5,11/12/2020 3:44,0.1,43Y23 RR,270.43,bf66_sample_1
-31.5927107,117.4959697,0.486,5,11/12/2020 3:45,0.1,43Y23 RR,267.34,bf66_sample_1
-31.59224295,117.4960965,0.549,5,11/12/2020 3:47,179.9,43Y23 RR,265.72,bf66_sample_1
-31.59420522,117.4960965,0.725,5,11/12/2020 3:48,179.8,43Y23 RR,269.79,bf66_sample_1
-31.59646772,117.4960967,0.687,5,11/12/2020 3:49,179.8,43Y23 RR,270.16,bf66_sample_1
-31.59796357,117.4962798,0.0,5,11/12/2020 3:51,16.7,43Y23 RR,269.34,bf66_sample_1
-31.59970787,117.4960969,0.791,5,11/12/2020 3:52,179.8,43Y23 RR,270.12,bf66_sample_1
-31.60144678,117.4960965,0.726,5,11/12/2020 3:54,180.1,43Y23 RR,265.68,bf66_sample_1
-31.59727341,117.4974876,0.961,5,11/12/2020 3:03,179.8,43Y23 RR,264.46,bf66_sample_1
-31.59912772,117.4974874,1.207,5,11/12/2020 3:04,179.9,43Y23 RR,265.56,bf66_sample_1
-31.60095702,117.4974876,1.092,5,11/12/2020 3:05,179.9,43Y23 RR,264.44,bf66_sample_1
-31.60295863,117.4974876,0.503,5,11/12/2020 3:07,180.8,43Y23 RR,260.32,bf66_sample_1
-31.60547046,117.4973471,0.592,5,11/12/2020 3:09,352.3,43Y23 RR,264.1,bf66_sample_1
-31.60349449,117.497361,0.316,5,11/12/2020 3:10,359.8,43Y23 RR,261.61,bf66_sample_1
-31.60175102,117.4973611,1.217,5,11/12/2020 3:11,0.2,43Y23 RR,263.21,bf66_sample_1
-31.60014862,117.4973613,1.13,5,11/12/2020 3:12,0.2,43Y23 RR,265.66,bf66_sample_1
-31.59836403,117.4973608,1.364,5,11/12/2020 3:14,359.7,43Y23 RR,265.67,bf66_sample_1
-31.59672495,117.497361,0.848,5,11/12/2020 3:15,360.0,43Y23 RR,265.23,bf66_sample_1
-31.59479843,117.497361,0.736,5,11/12/2020 3:16,0.0,43Y23 RR,266.05,bf66_sample_1
-31.59294311,117.4973611,1.166,5,11/12/2020 3:18,0.2,43Y23 RR,264.77,bf66_sample_1
-31.59199797,117.496476,1.066,5,11/12/2020 3:20,179.8,43Y23 RR,264.87,bf66_sample_1
-31.59387767,117.496476,0.862,5,11/12/2020 3:21,180.0,43Y23 RR,268.42,bf66_sample_1
-31.5958923,117.496476,0.73,5,11/12/2020 3:22,180.0,43Y23 RR,269.26,bf66_sample_1
-31.59788375,117.4964757,1.227,5,11/12/2020 3:24,180.0,43Y23 RR,268.59,bf66_sample_1
-31.59901803,117.4964758,1.114,5,11/12/2020 3:25,180.0,43Y23 RR,269.09,bf66_sample_1
-31.60074853,117.496476,1.216,5,11/12/2020 3:27,179.9,43Y23 RR,267.46,bf66_sample_1
-31.60260782,117.496476,0.781,5,11/12/2020 3:28,180.0,43Y23 RR,261.59,bf66_sample_1
-31.60478081,117.4965197,0.907,5,11/12/2020 3:29,179.8,43Y23 RR,265.16,bf66_sample_1
-31.60715672,117.4964762,0.551,5,11/12/2020 3:31,180.0,43Y23 RR,268.44,bf66_sample_1
-31.60817263,117.4963499,0.497,5,11/12/2020 3:32,0.3,43Y23 RR,269.7,bf66_sample_1
-31.60598471,117.4963496,0.472,5,11/12/2020 3:33,360.0,43Y23 RR,267.41,bf66_sample_1
-31.60362608,117.4963496,0.57,5,11/12/2020 3:35,359.9,43Y23 RR,263.2,bf66_sample_1
-31.60152767,117.4963494,1.11,5,11/12/2020 3:36,359.9,43Y23 RR,265.06,bf66_sample_1
-31.59961151,117.4963496,1.174,5,11/12/2020 3:38,0.1,43Y23 RR,269.54,bf66_sample_1
-31.59771232,117.4963499,0.975,5,11/12/2020 3:39,0.2,43Y23 RR,269.07,bf66_sample_1
-31.59573098,117.4963494,0.823,5,11/12/2020 3:40,0.1,43Y23 RR,269.86,bf66_sample_1
-31.59361339,117.4963496,0.661,5,11/12/2020 3:42,0.2,43Y23 RR,268.5,bf66_sample_1
-31.59160453,117.4962224,1.178,5,11/12/2020 3:43,181.3,43Y23 RR,264.41,bf66_sample_1
-31.59357034,117.4962233,0.822,5,11/12/2020 3:45,179.9,43Y23 RR,268.86,bf66_sample_1
-31.59570248,117.4962226,0.921,5,11/12/2020 3:46,180.1,43Y23 RR,270.35,bf66_sample_1
-31.59766452,117.4962231,1.099,5,11/12/2020 3:47,180.0,43Y23 RR,269.55,bf66_sample_1
-31.59937023,117.4962226,0.615,5,11/12/2020 3:49,180.3,43Y23 RR,269.93,bf66_sample_1
-31.60115326,117.4962228,1.116,5,11/12/2020 3:50,180.1,43Y23 RR,266.85,bf66_sample_1
-31.603214,117.4962233,0.597,5,11/12/2020 3:51,179.7,43Y23 RR,262.48,bf66_sample_1
-31.60559255,117.4962228,0.413,5,11/12/2020 3:53,179.9,43Y23 RR,266.89,bf66_sample_1
-31.6077837,117.4962233,0.37,5,11/12/2020 3:54,179.9,43Y23 RR,269.77,bf66_sample_1
-31.60754826,117.4958436,0.474,5,11/12/2020 3:55,359.9,43Y23 RR,270.96,bf66_sample_1
-31.60540536,117.4958434,0.383,5,11/12/2020 3:57,0.2,43Y23 RR,267.37,bf66_sample_1
-31.6030821,117.495844,0.627,5,11/12/2020 3:58,0.1,43Y23 RR,263.05,bf66_sample_1
-31.60099164,117.4958434,1.115,5,11/12/2020 4:00,359.8,43Y23 RR,267.63,bf66_sample_1
-31.59919206,117.4958436,1.128,5,11/12/2020 4:01,359.9,43Y23 RR,271.23,bf66_sample_1
-31.59784729,117.4958481,1.21,5,11/12/2020 4:02,39.6,43Y23 RR,271.4,bf66_sample_1
-31.59652456,117.4958436,0.856,5,11/12/2020 4:04,360.0,43Y23 RR,271.43,bf66_sample_1
-31.5944862,117.4959177,0.465,5,11/12/2020 4:05,30.0,43Y23 RR,270.87,bf66_sample_1
-31.59368049,117.4958434,0.73,5,11/12/2020 4:07,359.7,43Y23 RR,270.28,bf66_sample_1
-31.59162981,117.4958434,0.613,5,11/12/2020 4:09,359.8,43Y23 RR,265.26,bf66_sample_1
-31.5936281,117.4957175,0.59,5,11/12/2020 4:10,179.8,43Y23 RR,270.44,bf66_sample_1
-31.59564595,117.495717,1.012,5,11/12/2020 4:12,180.3,43Y23 RR,272.31,bf66_sample_1
-31.59749708,117.4957172,0.923,5,11/12/2020 4:13,180.1,43Y23 RR,271.87,bf66_sample_1
-31.59941389,117.4957174,1.349,5,11/12/2020 4:14,179.9,43Y23 RR,271.33,bf66_sample_1
-31.60117272,117.4957177,0.995,5,11/12/2020 4:15,179.5,43Y23 RR,267.14,bf66_sample_1
-31.60304243,117.4957174,0.619,5,11/12/2020 4:17,179.9,43Y23 RR,262.98,bf66_sample_1
-31.60514571,117.4957172,0.414,5,11/12/2020 4:18,180.1,43Y23 RR,267.0,bf66_sample_1
-31.60720252,117.4957174,0.576,5,11/12/2020 4:20,180.0,43Y23 RR,270.83,bf66_sample_1
-31.6083445,117.4953378,0.459,5,11/12/2020 4:21,0.2,43Y23 RR,272.61,bf66_sample_1
-31.6061624,117.4953377,0.387,5,11/12/2020 4:23,359.9,43Y23 RR,269.62,bf66_sample_1
-31.60381757,117.4953377,0.663,5,11/12/2020 4:24,1.0,43Y23 RR,265.57,bf66_sample_1
-31.60162203,117.4953378,0.765,5,11/12/2020 4:25,359.9,43Y23 RR,265.04,bf66_sample_1
-31.59960431,117.4953378,1.216,5,11/12/2020 4:27,360.0,43Y23 RR,271.99,bf66_sample_1
-31.59777176,117.4953378,0.901,5,11/12/2020 4:28,0.1,43Y23 RR,273.35,bf66_sample_1
-31.59587805,117.495338,0.856,5,11/12/2020 4:29,0.0,43Y23 RR,273.72,bf66_sample_1
-31.59395366,117.4953377,0.789,5,11/12/2020 4:31,359.9,43Y23 RR,272.22,bf66_sample_1
-31.59188965,117.4953375,0.67,5,11/12/2020 4:32,359.2,43Y23 RR,267.05,bf66_sample_1
-31.59333486,117.4952114,0.683,5,11/12/2020 4:33,180.0,43Y23 RR,271.14,bf66_sample_1
-31.5955191,117.4952116,0.821,5,11/12/2020 4:35,179.9,43Y23 RR,274.18,bf66_sample_1
-31.59762239,117.4952114,1.056,5,11/12/2020 4:36,179.9,43Y23 RR,273.82,bf66_sample_1
-31.59952005,117.4952112,1.16,5,11/12/2020 4:37,180.1,43Y23 RR,272.46,bf66_sample_1
-31.60318014,117.4960958,0.362,5,11/12/2020 3:55,180.8,43Y23 RR,262.47,bf66_sample_1
-31.60545805,117.4960967,0.298,5,11/12/2020 3:56,179.9,43Y23 RR,266.71,bf66_sample_1
-31.60776333,117.4960965,0.227,5,11/12/2020 3:58,180.0,43Y23 RR,269.98,bf66_sample_1
-31.60750981,117.4954645,0.5,5,11/12/2020 3:59,0.2,43Y23 RR,271.67,bf66_sample_1
-31.60573348,117.4954648,0.309,5,11/12/2020 4:01,0.7,43Y23 RR,268.38,bf66_sample_1
-31.60358702,117.4954645,0.346,5,11/12/2020 4:02,0.2,43Y23 RR,264.78,bf66_sample_1
-31.60151327,117.4954636,0.615,5,11/12/2020 4:03,359.2,43Y23 RR,265.31,bf66_sample_1
-31.59953966,117.4954643,0.902,5,11/12/2020 4:05,359.9,43Y23 RR,271.74,bf66_sample_1
-31.59776717,117.4954643,0.694,5,11/12/2020 4:06,0.1,43Y23 RR,272.75,bf66_sample_1
-31.5959617,117.4954643,0.661,5,11/12/2020 4:07,0.0,43Y23 RR,273.08,bf66_sample_1
-31.59408419,117.4954645,0.675,5,11/12/2020 4:09,0.1,43Y23 RR,271.78,bf66_sample_1
-31.59209066,117.4954637,0.623,5,11/12/2020 4:10,359.6,43Y23 RR,267.22,bf66_sample_1
-31.5927873,117.4955907,0.415,5,11/12/2020 4:11,179.7,43Y23 RR,268.44,bf66_sample_1
-31.594754,117.4955904,0.777,5,11/12/2020 4:13,180.3,43Y23 RR,271.96,bf66_sample_1
-31.59663165,117.4955906,0.779,5,11/12/2020 4:14,180.5,43Y23 RR,272.35,bf66_sample_1
-31.59851907,117.4955907,0.842,5,11/12/2020 4:15,180.1,43Y23 RR,272.33,bf66_sample_1
-31.60018737,117.4955909,0.993,5,11/12/2020 4:17,179.6,43Y23 RR,270.28,bf66_sample_1
-31.60188032,117.4955907,0.617,5,11/12/2020 4:18,179.9,43Y23 RR,264.07,bf66_sample_1
-31.6039343,117.4955909,0.599,5,11/12/2020 4:19,180.0,43Y23 RR,264.92,bf66_sample_1
-31.60602208,117.4955904,0.306,5,11/12/2020 4:21,179.9,43Y23 RR,268.71,bf66_sample_1
-31.60814475,117.4955909,0.476,5,11/12/2020 4:22,179.9,43Y23 RR,271.85,bf66_sample_1
-31.60722811,117.4949585,0.432,5,11/12/2020 4:24,359.9,43Y23 RR,271.97,bf66_sample_1
-31.60493661,117.4949585,0.477,5,11/12/2020 4:25,359.9,43Y23 RR,268.4,bf66_sample_1
-31.6028609,117.4949583,0.551,5,11/12/2020 4:26,359.7,43Y23 RR,263.45,bf66_sample_1
-31.60089728,117.4949583,0.825,5,11/12/2020 4:28,0.0,43Y23 RR,268.06,bf66_sample_1
-31.59905924,117.4949585,0.848,5,11/12/2020 4:29,360.0,43Y23 RR,273.64,bf66_sample_1
-31.5972996,117.4949583,0.67,5,11/12/2020 4:30,359.7,43Y23 RR,275.03,bf66_sample_1
-31.59548126,117.4949585,0.777,5,11/12/2020 4:32,0.1,43Y23 RR,275.01,bf66_sample_1
-31.59354766,117.4949587,0.635,5,11/12/2020 4:33,0.2,43Y23 RR,272.28,bf66_sample_1
-31.5915601,117.4949589,0.157,5,11/12/2020 4:34,0.3,43Y23 RR,266.62,bf66_sample_1
-31.59331862,117.4950844,0.537,5,11/12/2020 4:36,180.6,43Y23 RR,271.34,bf66_sample_1
-31.59533357,117.4950851,0.7,5,11/12/2020 4:37,179.8,43Y23 RR,274.37,bf66_sample_1
-31.59723357,117.4950848,0.748,5,11/12/2020 4:38,180.0,43Y23 RR,274.38,bf66_sample_1
-31.59910887,117.4950851,0.972,5,11/12/2020 4:40,179.8,43Y23 RR,273.32,bf66_sample_1
-31.60090555,117.495085,0.879,5,11/12/2020 4:41,179.9,43Y23 RR,268.13,bf66_sample_1
-31.60032571,117.4952112,1.016,5,11/12/2020 4:38,180.0,43Y23 RR,270.52,bf66_sample_1
-31.6023163,117.4952114,0.844,5,11/12/2020 4:39,180.0,43Y23 RR,262.68,bf66_sample_1
-31.60458841,117.4952114,0.509,5,11/12/2020 4:41,179.8,43Y23 RR,267.31,bf66_sample_1
-31.60677667,117.4952116,0.53,5,11/12/2020 4:42,179.7,43Y23 RR,271.14,bf66_sample_1
-31.60850166,117.4948322,0.555,5,11/12/2020 4:44,359.8,43Y23 RR,273.22,bf66_sample_1
-31.60629889,117.4948322,0.401,5,11/12/2020 4:45,0.1,43Y23 RR,270.4,bf66_sample_1
-31.60409438,117.4948324,0.6,5,11/12/2020 4:46,359.8,43Y23 RR,267.03,bf66_sample_1
-31.60206599,117.4948319,0.874,5,11/12/2020 4:49,0.2,43Y23 RR,263.6,bf66_sample_1
-31.6001215,117.4948321,0.894,5,11/12/2020 4:50,0.0,43Y23 RR,271.13,bf66_sample_1
-31.59829907,117.4948321,1.012,5,11/12/2020 4:52,0.0,43Y23 RR,274.85,bf66_sample_1
-31.59647048,117.4948321,0.872,5,11/12/2020 4:53,0.2,43Y23 RR,275.67,bf66_sample_1
-31.59463956,117.4948321,1.122,5,11/12/2020 4:54,359.9,43Y23 RR,274.61,bf66_sample_1
-31.59267822,117.4948319,0.801,5,11/12/2020 4:56,359.9,43Y23 RR,270.24,bf66_sample_1
-31.59248517,117.4947058,0.967,5,11/12/2020 4:57,180.0,43Y23 RR,269.74,bf66_sample_1
-31.59463358,117.4947051,0.909,5,11/12/2020 4:58,179.9,43Y23 RR,274.83,bf66_sample_1
-31.59682468,117.494706,0.776,5,11/12/2020 5:00,179.9,43Y23 RR,276.19,bf66_sample_1
-31.59881887,117.4947058,1.113,5,11/12/2020 5:01,180.0,43Y23 RR,274.87,bf66_sample_1
-31.60075159,117.4947058,1.099,5,11/12/2020 5:03,180.1,43Y23 RR,268.95,bf66_sample_1
-31.60279732,117.4947056,0.863,5,11/12/2020 5:04,180.1,43Y23 RR,263.79,bf66_sample_1
-31.60517558,117.4947047,0.448,5,11/12/2020 5:05,180.0,43Y23 RR,269.38,bf66_sample_1
-31.60736306,117.494706,0.508,5,11/12/2020 5:07,180.1,43Y23 RR,272.41,bf66_sample_1
-31.60810462,117.4943263,0.751,5,11/12/2020 5:08,359.9,43Y23 RR,272.77,bf66_sample_1
-31.60603694,117.4943257,0.448,5,11/12/2020 5:10,359.8,43Y23 RR,270.21,bf66_sample_1
-31.60392434,117.4943265,0.747,5,11/12/2020 5:11,0.1,43Y23 RR,267.15,bf66_sample_1
-31.60173969,117.4943261,1.016,5,11/12/2020 5:13,360.0,43Y23 RR,264.96,bf66_sample_1
-31.59984284,117.4943259,1.09,5,11/12/2020 5:14,359.5,43Y23 RR,271.89,bf66_sample_1
-31.59798624,117.4943268,0.76,5,11/12/2020 5:15,0.4,43Y23 RR,277.16,bf66_sample_1
-31.59603692,117.4943263,0.756,5,11/12/2020 5:17,0.1,43Y23 RR,277.53,bf66_sample_1
-31.59400743,117.4943259,0.598,5,11/12/2020 5:18,359.9,43Y23 RR,274.39,bf66_sample_1
-31.59187066,117.4943268,0.816,5,11/12/2020 5:19,0.0,43Y23 RR,268.39,bf66_sample_1
-31.59337669,117.4941998,0.557,5,11/12/2020 5:21,179.9,43Y23 RR,272.59,bf66_sample_1
-31.59554422,117.4941998,0.669,5,11/12/2020 5:22,180.1,43Y23 RR,277.6,bf66_sample_1
-31.59771983,117.4941998,0.902,5,11/12/2020 5:24,179.9,43Y23 RR,278.01,bf66_sample_1
-31.59959497,117.4941998,1.12,5,11/12/2020 5:25,180.0,43Y23 RR,272.83,bf66_sample_1
-31.60368644,117.495085,0.389,5,11/12/2020 4:43,180.0,43Y23 RR,265.43,bf66_sample_1
-31.60590214,117.4950853,0.253,5,11/12/2020 4:44,179.5,43Y23 RR,269.08,bf66_sample_1
-31.60819101,117.4950848,0.349,5,11/12/2020 4:46,180.1,43Y23 RR,272.7,bf66_sample_1
-31.60736046,117.4944524,0.272,5,11/12/2020 4:47,359.4,43Y23 RR,272.32,bf66_sample_1
-31.60501856,117.4944526,0.31,5,11/12/2020 4:49,359.7,43Y23 RR,269.42,bf66_sample_1
-31.60289368,117.4944526,0.642,5,11/12/2020 4:50,359.8,43Y23 RR,264.18,bf66_sample_1
-31.60099348,117.4944526,0.841,5,11/12/2020 4:51,359.6,43Y23 RR,267.57,bf66_sample_1
-31.59930068,117.4944526,0.802,5,11/12/2020 4:53,360.0,43Y23 RR,273.73,bf66_sample_1
-31.59775215,117.4944011,0.773,5,11/12/2020 4:54,328.8,43Y23 RR,277.21,bf66_sample_1
-31.5977258,117.4944633,0.498,5,11/12/2020 4:55,359.8,43Y23 RR,277.15,bf66_sample_1
-31.59605822,117.4944527,0.63,5,11/12/2020 4:57,359.5,43Y23 RR,277.02,bf66_sample_1
-31.59403991,117.4944531,0.501,5,11/12/2020 4:58,0.2,43Y23 RR,274.12,bf66_sample_1
-31.59187219,117.4944526,0.628,5,11/12/2020 4:59,0.1,43Y23 RR,268.28,bf66_sample_1
-31.59303044,117.4945794,0.546,5,11/12/2020 5:01,179.6,43Y23 RR,271.3,bf66_sample_1
-31.59499422,117.494579,0.735,5,11/12/2020 5:02,180.1,43Y23 RR,275.63,bf66_sample_1
-31.59654402,117.4946801,0.668,5,11/12/2020 5:04,189.6,43Y23 RR,276.29,bf66_sample_1
-31.59844002,117.4945795,0.888,5,11/12/2020 5:05,179.7,43Y23 RR,275.47,bf66_sample_1
-31.60022828,117.4945792,0.772,5,11/12/2020 5:06,179.7,43Y23 RR,270.73,bf66_sample_1
-31.60203014,117.4945792,0.794,5,11/12/2020 5:08,179.9,43Y23 RR,263.86,bf66_sample_1
-31.604112,117.4945794,0.531,5,11/12/2020 5:09,179.8,43Y23 RR,267.18,bf66_sample_1
-31.60630042,117.4945794,0.217,5,11/12/2020 5:10,180.2,43Y23 RR,270.11,bf66_sample_1
-31.60856631,117.4945799,0.455,5,11/12/2020 5:12,180.1,43Y23 RR,273.08,bf66_sample_1
-31.60688574,117.493947,0.476,5,11/12/2020 5:14,359.7,43Y23 RR,271.19,bf66_sample_1
-31.60480349,117.493947,0.392,5,11/12/2020 5:15,0.3,43Y23 RR,269.8,bf66_sample_1
-31.60238646,117.4939473,0.649,5,11/12/2020 5:16,0.4,43Y23 RR,264.1,bf66_sample_1
